time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-13 18:13:48,Wichita,8681,39.76,-98.5,cnQC5V_B5hGeXwnRy13KCQ,Inspector-General of Taxation Ali Noroozi says ATO needs to say 'sorry' for errors,2016-12-13 18:13:48,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 18:13:52,Wichita,8490,39.76,-98.5,9AIY51_B5hGEGJMCZNc2RA,Inspector-General of Taxation Ali Noroozi says ATO needs to say 'sorry' for errors,2016-12-13 18:13:52,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 18:13:54,Wichita,8732,39.76,-98.5,gjV06F_B5hGrtAvRy13KCQ,Inspector-General of Taxation Ali Noroozi says ATO needs to say 'sorry' for errors,2016-12-13 18:13:54,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 18:14:07,Wichita,8765,39.76,-98.5,Urw48F_B5hGnawjRy13KCQ,US snowstorm wreaks travel havoc,2016-12-13 18:14:07,Other,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-13 19:10:43,Queens,8879,40.639829999999996,-73.77874,iDf312fB5hGafQrRy13KCQ,Sources: Plane Forced To Land At JFK Airport Due To Bomb Threat,2016-12-13 19:10:43,Physical Threats,moderate,"(40.639829999999996, -73.778739999999999)",4.0,Queens,1.0
2016-12-13 19:12:08,Wichita,8931,39.76,-98.5,bvacCmjB5hGa3QjRy13KCQ,"S. Korea, U.S., Japan hold talks to discuss cooperation against N.K. nukes",2016-12-13 19:12:08,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 19:12:10,Wichita,8886,39.76,-98.5,KK_nC2jB5hGzTArRy13KCQ,Exclusive: Top U.S. spy agency has not embraced CIA assessment on Russia hacking - sources,2016-12-13 19:12:10,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 19:12:36,Wichita,8963,39.76,-98.5,mLdLG2jB5hGBZJICZNc2RA,"Envoys discuss N. Korea amid political flux in US, S. Korea",2016-12-13 19:12:36,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 19:13:07,Wichita,8904,39.76,-98.5,QtHKLWjB5hGEcynRy13KCQ,"UAE,USA land forces conduct joint military exercise",2016-12-13 19:13:07,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 19:13:38,Wichita,8980,39.76,-98.5,rkJOQGjB5hGcQJcCZNc2RA,Exclusive - Top U.S. spy agency has not embraced CIA assessment on Russia hacking: sources,2016-12-13 19:13:38,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 19:14:11,Wichita,8948,39.76,-98.5,qlNBVGjB5hGKc5MCZNc2RA,Exclusive - Top US spy agency has not embraced CIA assessment on Russia hacking: sources,2016-12-13 19:14:11,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 19:17:39,Hannover,9027,51.5,10.5,fmgJ0GjB5hGyDCnRy13KCQ,ABC News: Lufthansa flight to Germany diverted to NYC after threat,2016-12-13 19:17:39,Other,moderate,"(51.5, 10.5)",4.0,Hannover,1.0
2016-12-13 20:10:39,Queens,9068,40.639829999999996,-73.77874,uFBzN3DB5hG9ESnRy13KCQ,BREAKING: BOMB THREAT forces plane to make EMERGENCY LANDING at JFK airport in New York,2016-12-13 20:10:39,Other,moderate,"(40.639829999999996, -73.778739999999999)",4.0,Queens,1.0
2016-12-13 20:11:59,Perth,9107,-31.952240000000003,115.8614,ABdsZ3DB5hGg1gjRy13KCQ,Perth radio ratings: 2016's winners and losers,2016-12-13 20:11:59,Crime,moderate,"(-31.952240000000003, 115.8614)",4.0,Perth,1.0
2016-12-13 20:17:54,Perth,9197,-31.952240000000003,115.8614,MKr3OnHB5hGttCnRy13KCQ,Pesky Perth supermoon to steal the limelight from meteor shower,2016-12-13 20:17:54,Crime,moderate,"(-31.952240000000003, 115.8614)",4.0,Perth,1.0
2016-12-13 20:17:57,Perth,9181,-31.952240000000003,115.8614,jqR_PHHB5hGDBJcCZNc2RA,Pesky Perth supermoon to steal the limelight from meteor shower,2016-12-13 20:17:57,Crime,moderate,"(-31.952240000000003, 115.8614)",4.0,Perth,1.0
2016-12-13 20:18:00,Perth,9198,-31.952240000000003,115.8614,Rq9HPnHB5hGyLynRy13KCQ,Pesky Perth supermoon to steal the limelight from meteor shower,2016-12-13 20:18:00,Crime,moderate,"(-31.952240000000003, 115.8614)",4.0,Perth,1.0
2016-12-13 20:19:00,Jerusalem,9160,31.769040000000004,35.21633,VHQ3YnHB5hG_LZMCZNc2RA,Jerusalem of Trump: Where the president-elect might put the US embassy,2016-12-13 20:19:00,Geopolitical,moderate,"(31.769040000000004, 35.216329999999999)",4.0,Jerusalem,1.0
2016-12-13 21:13:59,"Washington, D.C.",9440,38.91706,-77.00025,aDeREHnB5hGrlCjRy13KCQ,DC Hilton evacuated after laundry room fire,2016-12-13 21:13:59,Natural Disaster,moderate,"(38.917059999999999, -77.000249999999994)",4.0,"Washington, D.C.",1.0
2016-12-13 22:07:36,Oklahoma City,9574,34.392559999999996,-100.89764,_sEijoDB5hGD8grRy13KCQ,CPJ: More journalists jailed than in nearly 3 decades,2016-12-13 22:07:36,Crime,moderate,"(34.392559999999996, -100.89764)",4.0,Oklahoma City,1.0
2016-12-13 22:12:00,Homs,9604,34.5624,38.28402,IkdjK4HB5hGrVgjRy13KCQ,Suspected gas attack kills dozens in Islamic State area near Palmyra,2016-12-13 22:12:00,Physical Threats,extreme,"(34.562399999999997, 38.284019999999998)",25.0,Homs,1.0
2016-12-13 23:05:07,Milwaukee,9749,43.39026,-89.4029,zC4xl4jB5hGAb5cCZNc2RA,No injuries in Poynette standoff with exchange of gunfire,2016-12-13 23:05:07,Physical Threats,moderate,"(43.390259999999998, -89.402900000000002)",4.0,Milwaukee,1.0
2016-12-13 23:05:21,Milwaukee,179,43.0389,-87.90647,YvRZn4jB5hGppJUCZNc2RA,Milwaukee teen girl killed by shots fired from outside home,2016-12-13 23:05:21,Physical Threats,extreme,"(43.038899999999998, -87.906469999999999)",25.0,Milwaukee,1.0
2016-12-13 23:08:03,Jakarta,9590,-6.21462,106.84513000000001,GBIHAInB5hGfPQvRy13KCQ,"Jakarta Governor Ahok, godson to Muslims, gives emotional defence at his blasphemy trial",2016-12-13 23:08:03,Other,low,"(-6.21462, 106.84513000000001)",1.0,Jakarta,1.0
2016-12-13 23:08:06,Jakarta,9751,-6.21462,106.84513000000001,CmGXAYnB5hGVeJcCZNc2RA,"Jakarta Governor Ahok, godson to Muslims, gives emotional defence at his blasphemy trial",2016-12-13 23:08:06,Other,low,"(-6.21462, 106.84513000000001)",1.0,Jakarta,1.0
2016-12-14 00:00:00,Juba,12302,4.5680716,28.39767,wsR+a9rB5hG6SpoCZNc2RA,"Multiple bodies found near Yambio, Gbudwe state",2016-12-14 00:00:00,riskline_2,high,"(4.5680715999999997, 28.397670000000002)",16.0,Juba,1.0
2016-12-14 00:00:00,Srinagar,11000,34.286845899999996,74.4624439,HnCTnrjB5hGg8pgCZNc2RA,Security forces target militants in Jammu and Kashmir state,2016-12-14 00:00:00,riskline_2,high,"(34.286845899999996, 74.462443899999997)",16.0,Srinagar,1.0
2016-12-14 00:00:00,Srinagar,14036,33.793357,75.1061054,6qDqoP3B5hGTuw_Ry13KCQ,"Protests reported in the wake of militant's death in Anantang, Jammu and Kashmir – Update",2016-12-14 00:00:00,riskline_3,medium,"(33.793357, 75.106105400000004)",9.0,Srinagar,1.0
2016-12-14 00:11:41,Makassar,10056,-5.0,120.0,1siv45HB5hGKLAnRy13KCQ,"Police say man stabs, wounds 7 children at Indonesian school",2016-12-14 00:11:41,Crime,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-14 00:12:26,Belgrade,10138,44.81892,20.459979999999998,wMFh_pHB5hGOCArRy13KCQ,Brussels Urges Belgrade to Close Russian-Serbian Humanitarian Center - Lavrov,2016-12-14 00:12:26,Geopolitical,medium,"(44.818919999999999, 20.459979999999998)",9.0,Belgrade,1.0
2016-12-14 01:06:35,Yazd,10279,32.0,53.0,evr0jpnB5hGQmpoCZNc2RA,"Iran, Russia Sign Major Deal on Development of Oil, Gas Fields",2016-12-14 01:06:35,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-14 01:11:04,Nagpur,10341,22.0,79.0,CAYzL5rB5hGvOgrRy13KCQ,"Demonetisation: Common people withdraw Rs 2000 whereas theives get Rs 50-100 crores through back gates, says Rahul Gandhi",2016-12-14 01:11:04,Crime,moderate,"(22.0, 79.0)",4.0,Nagpur,1.0
2016-12-14 01:11:48,Nagpur,10074,22.0,79.0,YtibSZrB5hGaO5gCZNc2RA,World Bank ‘pauses’ Indus Waters treaty processes of India and Pakistan,2016-12-14 01:11:48,Geopolitical,moderate,"(22.0, 79.0)",4.0,Nagpur,1.0
2016-12-14 01:11:58,Nagpur,9930,21.14631,79.08491,TqNST5rB5hGjRJcCZNc2RA,"NMC realizes dangers, closes CB road stretch",2016-12-14 01:11:58,Infrastructure,moderate,"(21.14631, 79.084909999999994)",4.0,Nagpur,1.0
2016-12-14 02:18:52,Leeds,10674,53.867909999999995,-1.9066400000000001,bDXNp6PB5hGq7gnRy13KCQ,Arson suspected in Cross Roads cafe attack,2016-12-14 02:18:52,Natural Disaster,moderate,"(53.867909999999995, -1.9066400000000001)",4.0,Leeds,1.0
2016-12-14 03:05:22,Hamhŭng,10760,40.0,127.0,zii7JqrB5hG1sJoCZNc2RA,Report: Drunken Kim Jong Un forces military patriarchs to write apologies,2016-12-14 03:05:22,Geopolitical,moderate,"(40.0, 127.0)",4.0,Hamhŭng,1.0
2016-12-14 03:15:59,Wichita,10858,39.76,-98.5,GgOkoqvB5hGEwwjRy13KCQ,U.S. lawmakers urge end to Honduras security aid after murder of land rights activist,2016-12-14 03:15:59,Crime,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-14 03:16:16,Wichita,10860,39.76,-98.5,ziuprKvB5hGHIAjRy13KCQ,"Fundamental Interests of Russia, US Require Thaw in Bilateral Ties - Putin",2016-12-14 03:16:16,Geopolitical,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-14 04:12:00,Lyon,11100,46.0,2.0,alFSdrPB5hGCIgjRy13KCQ,France's new PM Cazeneuve seeks to extend state of emergency,2016-12-14 04:12:00,Other,moderate,"(46.0, 2.0)",4.0,Lyon,1.0
2016-12-14 04:19:36,Edmonton,11069,63.46613000000001,-138.83758,zjsRhrTB5hGtDgnRy13KCQ,CCEM And NWS Issue Weather Alert,2016-12-14 04:19:36,Other,moderate,"(63.466130000000007, -138.83758)",4.0,Edmonton,1.0
2016-12-14 04:19:45,Dublin,11248,54.269690000000004,-8.469430000000001,ktBii7TB5hGgoZsCZNc2RA,Man dies in Co Sligo landslide incident,2016-12-14 04:19:45,Natural Disaster,moderate,"(54.269690000000004, -8.4694300000000009)",4.0,Dublin,1.0
2016-12-14 04:19:52,Dublin,11249,64.13548,-21.895410000000002,vCmBj7TB5hG9a5sCZNc2RA,Two Fires Overnight,2016-12-14 04:19:52,Natural Disaster,moderate,"(64.135480000000001, -21.895410000000002)",4.0,Dublin,1.0
2016-12-14 04:20:32,Dublin,11253,54.269690000000004,-8.469430000000001,Sl9Vp7TB5hGAdJsCZNc2RA,Man dies in Co Sligo landslide incident,2016-12-14 04:20:32,Natural Disaster,moderate,"(54.269690000000004, -8.4694300000000009)",4.0,Dublin,1.0
2016-12-14 05:07:23,Tokyo,11334,35.685359999999996,139.75309,kI2pMrvB5hGVjAjRy13KCQ,"Japan, China, S. Korea summit postponed on Park woes",2016-12-14 05:07:23,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-14 05:08:10,Tokyo,11353,35.685359999999996,139.75309,fE6VTrvB5hGOsZgCZNc2RA,UPDATE1: Postwar peace pact with Japan difficult: Russia official,2016-12-14 05:08:10,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-14 05:10:06,Abu Dhabi,11140,24.43297,54.651140000000005,+nHWk7vB5hGp3ZcCZNc2RA,Emergency exercise at Abu Dhabi International Airport on Wednesday,2016-12-14 05:10:06,Other,moderate,"(24.432970000000001, 54.651140000000005)",4.0,Abu Dhabi,1.0
2016-12-14 05:17:39,Dublin,11424,65.0,-18.0,FOoMorzB5hGoeJsCZNc2RA,Pirate Party-led government talks sink in Iceland,2016-12-14 05:17:39,Geopolitical,medium,"(65.0, -18.0)",9.0,Dublin,1.0
2016-12-14 05:17:39,Dublin,11454,65.0,-18.0,_IviobzB5hGOiwrRy13KCQ,Pirate Party-led government talks sink in Iceland,2016-12-14 05:17:39,Geopolitical,medium,"(65.0, -18.0)",9.0,Dublin,1.0
2016-12-14 05:17:40,Dublin,11455,65.0,-18.0,gF9EorzB5hGVfwrRy13KCQ,Pirate Party-led government talks sink in Iceland,2016-12-14 05:17:40,Geopolitical,medium,"(65.0, -18.0)",9.0,Dublin,1.0
2016-12-14 05:19:21,Krasnoyarsk,11380,60.0,100.0,2H6B3rzB5hGyRJcCZNc2RA,Russian ambassador says Moscow ready to restore relations with UK,2016-12-14 05:19:21,Geopolitical,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-14 05:19:49,Krasnoyarsk,11430,60.0,100.0,6vkV77zB5hGS9JsCZNc2RA,Spanish Pacifists Thank Russian Diplomats for 'Invaluable Aid' for Syria,2016-12-14 05:19:49,Geopolitical,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-14 05:23:27,Tianshui,11496,35.0,105.0,nJFYcb3B5hGtqJsCZNc2RA,Chinese treated to clear views of another ‘supermoon’,2016-12-14 05:23:27,Other,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-14 06:07:39,Paris,11591,48.85341,2.3488,5G3jncPB5hG815cCZNc2RA,Drone Strike Finally Catches Up With Paris Attack Planners,2016-12-14 06:07:39,Physical Threats,moderate,"(48.853409999999997, 2.3488000000000002)",4.0,Paris,1.0
2016-12-14 06:19:12,Yazd,11656,32.0,53.0,RvRCO8XB5hGZigrRy13KCQ,Iranian president orders work on nuclear propulsion device,2016-12-14 06:19:12,Public Health,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-14 07:20:31,Yazd,12088,32.0,53.0,yvG0y83B5hGsqJcCZNc2RA,Iran’s Leader Allocates $500m to Development of Southeastern Province,2016-12-14 07:20:31,Infrastructure,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-14 08:09:40,Yazd,12166,32.0,53.0,YAicqdTB5hGyV5sCZNc2RA,Iran to work on nuclear-powered boats after U.S. violation of deal,2016-12-14 08:09:40,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
