5706,-6.21462,106.84513,PhGtZ47A5hGFZBzRy13KCQ,Indonesian police arrest 4 in a failed bomb plot,2016-12-12 17:14:13,Crime,moderate,"(-6.21462, 106.84513000000001)",4,Jakarta,1.0
5716,37.566,126.9784,yMRHPo_A5hGSHRzRy13KCQ,Doosan Heavy bags 160 bln-won order from Egypt,2016-12-12 17:20:13,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4,Seoul,1.0
5765,22.0,79.0,PPeQz5XA5hGwkqQCZNc2RA,To boldly go,2016-12-12 18:07:14,Infrastructure,medium,"(22.0, 79.0)",9,Nagpur,1.0
5841,37.566,126.9784,iMXltJbA5hGuOaECZNc2RA,The Korea Interbank Offered Rates (KORIBOR),2016-12-12 18:13:39,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4,Seoul,1.0
5886,33.67927,-84.27187,DvOpKpXA5hGHLBvRy13KCQ,Ayurvedic resort opened,2016-12-12 18:02:37,Public Health,moderate,"(33.679270000000002, -84.271869999999993)",4,Atlanta,1.0
5937,13.08784,80.27847,VjL0j5XA5hGZWRzRy13KCQ,Four dead in Tamil Nadu as cyclone 'Vardah' throws life out of gear,2016-12-12 18:05:27,Infrastructure,moderate,"(13.08784, 80.278469999999999)",4,Chennai,1.0
6097,30.0,70.0,DMHUJ5fA5hGdSRvRy13KCQ,Name of cyclone 'Vardah' given by Pakistan,2016-12-12 18:16:52,Geopolitical,moderate,"(30.0, 70.0)",4,Multān,1.0
6472,24.0,121.0,onuOT6bA5hGyZSHRy13KCQ,Chinese media warn 'immature' Trump over Taiwan policy,2016-12-12 20:05:21,Other,moderate,"(24.0, 121.0)",4,Taichung,1.0
6620,30.0,70.0,LkyREqfA5hGSSqYCZNc2RA,Pakistan Taliban resorts to collecting &#039;protection money&#039;,2016-12-12 20:10:48,Geopolitical,moderate,"(30.0, 70.0)",4,Multān,1.0
6654,30.0,70.0,mHigTqfA5hG2+R_Ry13KCQ,Pakistan army chief Bajwa removes ISI leader in major military reshuffle,2016-12-12 20:12:29,Geopolitical,medium,"(30.0, 70.0)",9,Multān,1.0
6665,30.06263,31.24967,HGUQpafA5hGGiiHRy13KCQ,Coptic Christian bomb attack victims’ grief-stricken relatives carry coffins of loved ones’ killed in Cairo blast,2016-12-12 20:14:54,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9,Cairo,1.0
7167,30.0,70.0,7vEXprjA5hGnPArRy13KCQ,"Photos: Shia, Sunni unity; Birthday celebration of Prophet of Mercy 'Hadrat Muhammad' in Rahim Yar Khan, Pakistan",2016-12-12 22:16:37,Physical Threats,moderate,"(30.0, 70.0)",4,Multān,1.0
7301,52.16045,-0.70312,nr0Xz7nA5hGPagrRy13KCQ,British police say six arrested in anti-terrorism raids,2016-12-12 22:24:55,Crime,moderate,"(52.160449999999997, -0.70311999999999997)",4,Leicester,1.0
7465,14.45363,79.98674,MgfksL_A5hGACwjRy13KCQ,Cyclone Vardah keeps AP on high alert; over 9400 evacuated,2016-12-12 23:07:02,Other,moderate,"(14.453629999999999, 79.986739999999998)",4,Nellore,1.0
7487,54.75844,-2.69531,zsb8m7_A5hGU+wvRy13KCQ,"Police arrest six terror suspects in raid in London, Burton and Derby",2016-12-12 23:06:26,Physical Threats,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
7541,36.63722,127.48972,8KzlkMDA5hGDgpICZNc2RA,"Crane truck accident leaves 2 workers dead, 2 seriously injured",2016-12-12 23:13:17,Infrastructure,medium,"(36.637219999999999, 127.48971999999999)",9,Cheongju-si,1.0
7610,54.75844,-2.69531,jC3y1cDA5hGtbQjRy13KCQ,Southern Rail strike: Unions accuse operator of 'deliberately sabotaging' service by 'axing trains ...,2016-12-12 23:15:13,Infrastructure,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
7678,54.75844,-2.69531,WPDfOsHA5hGKGgrRy13KCQ,Theresa May sets out plan to adopt official definition of anti-Semitism in fight to tackle rise in anti-Jewish attacks,2016-12-12 23:18:03,Other,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
8027,40.27245,-76.90567,alPJ+s_A5hGPGQnRy13KCQ,2 charged in shooting outside Atlantic City casino,2016-12-13 01:03:37,Physical Threats,moderate,"(40.272449999999999, -76.905670000000001)",4,Baltimore,1.0
8327,39.36428,-74.42293,hAgsotjA5hGq+5cCZNc2RA,"Deadly New Jersey Transit Bus, Car Crash Along Atlantic City Expressway",2016-12-13 02:05:34,Infrastructure,moderate,"(39.364280000000001, -74.422930000000008)",4,Philadelphia,1.0
8500,26.12231,-80.14338,dhUhMuHA5hGjbArRy13KCQ,No injuries reported in scaffolding collapses at condo construction site on Fort Lauderdale beach,2016-12-13 03:06:52,Infrastructure,moderate,"(26.122309999999999, -80.143380000000008)",4,Miami,1.0
8779,-37.70773,144.57493,pM_H5enA5hGAaQvRy13KCQ,Australian police spend 7 hours in a standoff...with absolutely no one!,2016-12-13 04:09:09,Infrastructure,moderate,"(-37.707729999999998, 144.57492999999999)",4,Melbourne,1.0
9455,22.0,79.0,HDVhkgLB5hG3OwnRy13KCQ,"Raging cyclone kills 2, displaces over 30k in southeastern India",2016-12-13 07:05:47,Infrastructure,moderate,"(22.0, 79.0)",4,Nagpur,1.0
9560,33.0,66.0,KJhoZgPB5hGnkArRy13KCQ,National Guard soldiers honored before deployment to Afghanistan,2016-12-13 07:11:42,Geopolitical,moderate,"(33.0, 66.0)",4,Kandahār,1.0
9570,37.23876,-76.50967,jKCzWQPB5hGeiwjRy13KCQ,Police looking for armed robbers in Yorktown,2016-12-13 07:11:21,Physical Threats,moderate,"(37.238759999999999, -76.50967)",4,"Washington, D.C.",1.0
9585,52.16045,-0.70312,DA928wPB5hGlpAvRy13KCQ,Wenger won’t let Oxlade-Chamberlain leave Arsenal,2016-12-13 07:15:39,Other,moderate,"(52.160449999999997, -0.70311999999999997)",4,Leicester,1.0
9597,33.0,66.0,amHZhQPB5hG1HZECZNc2RA,Dozens Die Every Day As Mines Remain A Challenge,2016-12-13 07:12:35,Infrastructure,medium,"(33.0, 66.0)",9,Kandahār,1.0
9798,32.75042,-83.50018,Nm7EKAvB5hGvAAvRy13KCQ,Russia Consolidates Military Control in Abkhazia as Georgia’s Ruling Party Further Eases Its Resistance,2016-12-13 08:07:15,Geopolitical,medium,"(32.750419999999998, -83.50018)",9,Atlanta,1.0
9859,37.02987,-76.34522,nMITVgvB5hGjmQnRy13KCQ,Police: Armed man attempts to enter SunTrust bank in Hampton,2016-12-13 08:08:31,Physical Threats,moderate,"(37.029870000000003, -76.345219999999998)",4,"Washington, D.C.",1.0
10021,3.16667,113.03333,pgDucBTB5hGTFpQCZNc2RA,"MP: Ensure strict, routine checks on escalators",2016-12-13 09:13:41,Other,moderate,"(3.1666699999999999, 113.03333000000001)",4,Kuching,1.0
10162,-33.86785,151.20732,TgpsIhXB5hGyBAjRy13KCQ,Fire crews brace for horrendous day as temperatures soar across the country,2016-12-13 09:18:39,Natural Disaster,moderate,"(-33.867849999999997, 151.20731999999998)",4,Sydney,1.0
10271,-33.8485,150.9679,5qE+TRXB5hGdvQnRy13KCQ,Brockdale Road section to be closed for roadwork,2016-12-13 09:19:51,Infrastructure,moderate,"(-33.848500000000001, 150.96789999999999)",4,Sydney,1.0
10298,13.5,-15.5,vIqoVBzB5hGpPwjRy13KCQ,ACILA calls on President Jammeh to hand over power to Barrow,2016-12-13 10:10:10,Infrastructure,moderate,"(13.5, -15.5)",4,Touba,1.0
10825,38.8696,-78.5264,Ci5WByXB5hGG9wvRy13KCQ,Va. woman stopped from boarding Dulles-Ireland flight with loaded semi-automatic handgun,2016-12-13 11:12:26,Physical Threats,moderate,"(38.869599999999998, -78.526399999999995)",4,"Washington, D.C.",1.0
10886,38.89511,-77.03637,8g2HYyXB5hGIhAvRy13KCQ,US Army Tactical Missile System Passes Second Flight Test - Lockheed Martin,2016-12-13 11:15:00,Other,medium,"(38.895109999999995, -77.036369999999991)",9,"Washington, D.C.",1.0
10900,24.45843,54.36941,UMqQgCXB5hGXlpQCZNc2RA,Hackers Refining Tools For Attacking Banks,2016-12-13 11:15:49,Other,moderate,"(24.45843, 54.369409999999995)",4,Abu Dhabi,1.0
11116,13.5,-15.5,cLtIdy7B5hGGg5ICZNc2RA,West African leaders to tell Gambia's Jammeh to step down,2016-12-13 12:19:59,Geopolitical,moderate,"(13.5, -15.5)",4,Touba,1.0
11207,13.08784,80.27847,timPUz7B5hGH3JECZNc2RA,"150 trees in Vandalur zoo gone, animals safe",2016-12-13 14:13:31,Other,moderate,"(13.08784, 80.278469999999999)",4,Chennai,1.0
11310,46.0,2.0,Rty8jDXB5hGIXQrRy13KCQ,France arrests 11 over Nice attack,2016-12-13 13:10:41,Crime,medium,"(46.0, 2.0)",9,Lyon,1.0
11448,-34.08401,18.82113,HGhqljXB5hG9KQrRy13KCQ,Residents report wasteful neighbours as drought grips,2016-12-13 13:10:58,Natural Disaster,medium,"(-34.084009999999999, 18.82113)",9,Cape Town,1.0
11461,35.38488,-77.99277,Rgm2nDbB5hG54QrRy13KCQ,"McCrory to request $200M for wildfire, hurricane relief (Video)",2016-12-13 13:18:18,Natural Disaster,moderate,"(35.384879999999995, -77.992769999999993)",4,Raleigh,1.0
11465,-34.08401,18.82113,mDx+qjXB5hGtvJICZNc2RA,Residents report wasteful neighbours as drought grips,2016-12-13 13:11:31,Natural Disaster,medium,"(-34.084009999999999, 18.82113)",9,Cape Town,1.0
11526,35.7721,-78.63861,YIlyljbB5hGpnQvRy13KCQ,Slain teacher remembered at Garner elementary school,2016-12-13 13:18:07,Other,moderate,"(35.772100000000002, -78.63861)",4,Raleigh,1.0
11527,42.35843,-71.05977,pmHD1jbB5hGV4QvRy13KCQ,"Sumner Redstone and daughter pull CBS, Viacom merger plan | Reuters",2016-12-13 13:19:55,Geopolitical,moderate,"(42.358429999999998, -71.05977)",4,Boston,1.0
11528,42.35843,-71.05977,cv3p2TbB5hG3OQvRy13KCQ,"Sumner Redstone and daughter pull CBS, Viacom merger plan | Reuters",2016-12-13 13:20:00,Geopolitical,moderate,"(42.358429999999998, -71.05977)",4,Boston,1.0
11575,42.35843,-71.05977,YsdY1DbB5hG0fQrRy13KCQ,"Sumner Redstone and daughter pull CBS, Viacom merger plan | Reuters",2016-12-13 13:19:51,Geopolitical,moderate,"(42.358429999999998, -71.05977)",4,Boston,1.0
11585,42.35843,-71.05977,ULR02DbB5hG4nZMCZNc2RA,"Sumner Redstone and daughter pull CBS, Viacom merger plan | Reuters",2016-12-13 13:19:58,Geopolitical,moderate,"(42.358429999999998, -71.05977)",4,Boston,1.0
11632,22.0,79.0,csERED3B5hGiyZICZNc2RA,The rupee squeeze,2016-12-13 14:04:28,Other,moderate,"(22.0, 79.0)",4,Nagpur,1.0
11791,13.08784,80.27847,rLMNUD7B5hGIbQjRy13KCQ,8-metre high waves off Chennai sea,2016-12-13 14:13:25,Geopolitical,moderate,"(13.08784, 80.278469999999999)",4,Chennai,1.0
12131,-37.8,144.9,ssv07EbB5hG+iZQCZNc2RA,Iconic Little Saigon market in Footscray gutted by fire,2016-12-13 15:15:04,Natural Disaster,moderate,"(-37.799999999999997, 144.90000000000001)",4,Melbourne,1.0
12447,49.25014,-84.49983,UCBXYk_B5hGtnZICZNc2RA,"Ontario court ruling gives condos boards right to ban Airbnb, short-term rental services",2016-12-13 16:15:37,Other,moderate,"(49.250140000000002, -84.499830000000003)",4,Brampton,1.0
13106,25.5,51.25,RlFjTF_B5hGD4gvRy13KCQ,Fourth National Cybersecurity Drill gets under way,2016-12-13 18:09:32,Physical Threats,moderate,"(25.5, 51.25)",4,Doha,1.0
13112,25.5,51.25,LpbJO1_B5hGiX5ICZNc2RA,Qatar- Ministry hires firm to monitor recruitment process,2016-12-13 18:09:05,Other,moderate,"(25.5, 51.25)",4,Doha,1.0
13446,-31.95224,115.8614,2N7McHDB5hGRlijRy13KCQ,Perth radio ratings: 2016's winners and losers,2016-12-13 20:12:15,Crime,moderate,"(-31.952240000000003, 115.8614)",4,Perth,1.0
13463,36.5,127.75,yrWoM2jB5hGJCJcCZNc2RA,Main opposition party demands delay of THAAD deployment,2016-12-13 19:13:16,Other,moderate,"(36.5, 127.75)",4,Cheongju-si,1.0
13540,40.63983,-73.77874,nn1krG_B5hGuwSjRy13KCQ,Flight from Houston receives bomb threat; forced to land at JFK,2016-12-13 20:06:45,Physical Threats,moderate,"(40.639829999999996, -73.778739999999999)",4,Queens,1.0
13595,40.63983,-73.77874,pEytz2_B5hGYFQrRy13KCQ,Bomb threat prompts jet to land at JFK Airport,2016-12-13 20:07:45,Physical Threats,moderate,"(40.639829999999996, -73.778739999999999)",4,Queens,1.0
13676,-31.95224,115.8614,ABdsZ3DB5hGg1gjRy13KCQ,Perth radio ratings: 2016's winners and losers,2016-12-13 20:11:59,Crime,moderate,"(-31.952240000000003, 115.8614)",4,Perth,1.0
13690,-31.95224,115.8614,AkQFbXDB5hGzhpgCZNc2RA,Perth radio ratings: 2016's winners and losers,2016-12-13 20:12:09,Crime,moderate,"(-31.952240000000003, 115.8614)",4,Perth,1.0
13691,-31.95224,115.8614,VChAdHDB5hGVWpgCZNc2RA,Perth radio ratings: 2016's winners and losers,2016-12-13 20:12:21,Crime,moderate,"(-31.952240000000003, 115.8614)",4,Perth,1.0
13729,31.76904,35.21633,VHQ3YnHB5hG_LZMCZNc2RA,Jerusalem of Trump: Where the president-elect might put the US embassy,2016-12-13 20:19:00,Geopolitical,moderate,"(31.769040000000004, 35.216329999999999)",4,Jerusalem,1.0
13844,35.0,105.0,fqUF4nfB5hGjPQjRy13KCQ,U.S. says one China policy should not be used as bargaining chip,2016-12-13 21:05:31,Geopolitical,moderate,"(35.0, 105.0)",4,Tianshui,1.0
13877,37.57682,126.98617,8mkz73fB5hGGrijRy13KCQ,Supporters of President Park to demonstrate in Seoul on 17 December,2016-12-17 00:00:00,riskline_3,moderate,"(37.576819999999998, 126.98617)",4,Seoul,1.0
14086,38.91706,-77.00025,aDeREHnB5hGrlCjRy13KCQ,DC Hilton evacuated after laundry room fire,2016-12-13 21:13:59,Natural Disaster,moderate,"(38.917059999999999, -77.000249999999994)",4,"Washington, D.C.",1.0
14125,39.76,-98.5,vqTYo4DB5hG_dijRy13KCQ,"Trump promises to nominate secretary of state by Tuesday, as Exxon’s Tillerson tops list",2016-12-13 22:08:13,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
14187,39.76,-98.5,hNreg4DB5hGua5gCZNc2RA,"Russia, U.S. Trade Barbs After Syria Loses Palmyra To Islamic State",2016-12-13 22:07:19,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
14246,34.39256,-100.89764,_sEijoDB5hGD8grRy13KCQ,CPJ: More journalists jailed than in nearly 3 decades,2016-12-13 22:07:36,Crime,moderate,"(34.392559999999996, -100.89764)",4,Oklahoma City,1.0
14279,39.76,-98.5,ZP3sd4DB5hGhV6sCZNc2RA,Tshwane 'mired in ANC's mistakes',2016-12-13 22:06:59,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
14302,-6.21462,106.84513,GBIHAInB5hGfPQvRy13KCQ,"Jakarta Governor Ahok, godson to Muslims, gives emotional defence at his blasphemy trial",2016-12-13 23:08:03,Other,low,"(-6.21462, 106.84513000000001)",1,Jakarta,1.0
14401,31.25044,-99.25061,xn_RzojB5hGgkAjRy13KCQ,Lufthansa Flight From Texas Diverted To New York After Bomb Threat,2016-12-13 23:06:41,Other,moderate,"(31.250440000000001, -99.250609999999995)",4,Austin,1.0
14463,-6.21462,106.84513,CmGXAYnB5hGVeJcCZNc2RA,"Jakarta Governor Ahok, godson to Muslims, gives emotional defence at his blasphemy trial",2016-12-13 23:08:06,Other,low,"(-6.21462, 106.84513000000001)",1,Jakarta,1.0
14504,40.71427,-74.00597,vj8T6YjB5hGDtJYCZNc2RA,Lufthansa flight diverted to New York after alleged bomb threat,2016-12-13 23:07:25,Physical Threats,moderate,"(40.714269999999999, -74.005969999999991)",4,New York City,1.0
14797,-5.0,120.0,Fg87aZHB5hGyoAnRy13KCQ,"Police say man stabs, wounds 7 children at Indonesian school",2016-12-14 00:08:16,Crime,moderate,"(-5.0, 120.0)",4,Makassar,1.0
14892,13.5,-15.5,_pli4pHB5hGKLAnRy13KCQ,The Yahya Jammeh problem,2016-12-14 00:11:39,Other,moderate,"(13.5, -15.5)",4,Touba,1.0
14893,-5.0,120.0,1siv45HB5hGKLAnRy13KCQ,"Police say man stabs, wounds 7 children at Indonesian school",2016-12-14 00:11:41,Crime,moderate,"(-5.0, 120.0)",4,Makassar,1.0
14901,13.75398,100.50144,Wltph5HB5hG9cpgCZNc2RA,Thai police reject Australian tourist's tuk-tuk rape claim in Bangkok,2016-12-14 00:09:06,Physical Threats,moderate,"(13.753979999999999, 100.50144)",4,Bangkok,1.0
14941,-5.0,120.0,BNygAZLB5hGUrAvRy13KCQ,Governor of Jakarta Issues Tearful Denial as Blasphemy Trial Opens in Indonesia,2016-12-14 00:12:31,Infrastructure,medium,"(-5.0, 120.0)",9,Makassar,1.0
14972,-5.0,120.0,oCVw95HB5hGANQrRy13KCQ,"Police say man stabs, wounds 7 children at Indonesian school",2016-12-14 00:12:14,Crime,moderate,"(-5.0, 120.0)",4,Makassar,1.0
14975,44.81892,20.45998,wMFh_pHB5hGOCArRy13KCQ,Brussels Urges Belgrade to Close Russian-Serbian Humanitarian Center - Lavrov,2016-12-14 00:12:26,Geopolitical,medium,"(44.818919999999999, 20.459979999999998)",9,Belgrade,1.0
15438,39.76,-98.5,aEPRx6LB5hGOcAnRy13KCQ,France launches first cyber-warfare unit to take on hackers,2016-12-14 02:12:36,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
15584,32.0,53.0,RgMExaLB5hGLEJoCZNc2RA,"Iranian Army unveils new indigenous combat, reconnaissance drones",2016-12-14 02:12:31,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
15611,32.0,53.0,kAnGAqPB5hG_hwvRy13KCQ,"Iran, Belgium sign MoU on environmental coop.",2016-12-14 02:14:15,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
15669,32.0,53.0,mF5s_6LB5hG1MQjRy13KCQ,Drones Take Lead in Final Stage of Iran Army War Game,2016-12-14 02:14:09,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
15699,40.0,127.0,jPX6VqrB5hGayZsCZNc2RA,"U.S., S. Korea, Japan vow cooperation over N. Korea sanctions",2016-12-14 03:06:42,Geopolitical,moderate,"(40.0, 127.0)",4,Hamhŭng,1.0
15745,40.0,127.0,zii7JqrB5hG1sJoCZNc2RA,Report: Drunken Kim Jong Un forces military patriarchs to write apologies,2016-12-14 03:05:22,Geopolitical,moderate,"(40.0, 127.0)",4,Hamhŭng,1.0
15832,40.0,127.0,BqKKRqrB5hGeMZsCZNc2RA,Thousands in North Korea at risk months after devastating flood: IFRC,2016-12-14 03:06:15,Geopolitical,moderate,"(40.0, 127.0)",4,Hamhŭng,1.0
15908,39.76,-98.5,GgOkoqvB5hGEwwjRy13KCQ,U.S. lawmakers urge end to Honduras security aid after murder of land rights activist,2016-12-14 03:15:59,Crime,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
15910,39.76,-98.5,ziuprKvB5hGHIAjRy13KCQ,"Fundamental Interests of Russia, US Require Thaw in Bilateral Ties - Putin",2016-12-14 03:16:16,Geopolitical,medium,"(39.759999999999998, -98.5)",9,Wichita,1.0
16022,39.76,-98.5,aOwJLazB5hG_DwzRy13KCQ,"Apoorva Mehta, Vivek Ramaswamy Feature In Forbes List Of US’ Richest Entrepreneurs Under 40",2016-12-14 03:19:51,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
16050,34.2868459,74.4624439,HnCTnrjB5hGg8pgCZNc2RA,Security forces target militants in Jammu and Kashmir state,2016-12-14 00:00:00,riskline_2,high,"(34.286845899999996, 74.462443899999997)",16,Srinagar,1.0
16052,24.42395,54.43857,zOh3O7vB5hGbOJgCZNc2RA,Police arrest Spaniard suspected of planning suicide attack,2016-12-14 05:07:38,Crime,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16163,63.46613,-138.83758,zjsRhrTB5hGtDgnRy13KCQ,CCEM And NWS Issue Weather Alert,2016-12-14 04:19:36,Other,moderate,"(63.466130000000007, -138.83758)",4,Edmonton,1.0
16250,32.0,53.0,jrcOK7PB5hG8WZcCZNc2RA,Iran to ink $25bn new oil deals,2016-12-14 04:09:54,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
16321,44.46164,-89.14928,IPCQy7vB5hGbjgzRy13KCQ,SAS considers establishing bases outside of Scandinavia,2016-12-14 05:11:39,Geopolitical,moderate,"(44.461640000000003, -89.149280000000005)",4,Milwaukee,1.0
16372,54.26969,-8.46943,ktBii7TB5hGgoZsCZNc2RA,Man dies in Co Sligo landslide incident,2016-12-14 04:19:45,Natural Disaster,moderate,"(54.269690000000004, -8.4694300000000009)",4,Dublin,1.0
16373,64.13548,-21.89541,vCmBj7TB5hG9a5sCZNc2RA,Two Fires Overnight,2016-12-14 04:19:52,Natural Disaster,moderate,"(64.135480000000001, -21.895410000000002)",4,Dublin,1.0
16411,24.42395,54.43857,VPN4EbvB5hG66QjRy13KCQ,Police arrest Spaniard suspected of planning suicide attack,2016-12-14 05:06:27,Crime,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16481,24.42395,54.43857,yiveFrvB5hGdsJsCZNc2RA,Police arrest Spaniard suspected of planning suicide attack,2016-12-14 05:06:36,Crime,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16496,24.42395,54.43857,9B83GLvB5hGpVAzRy13KCQ,Police arrest Spaniard suspected of planning suicide attack,2016-12-14 05:06:39,Crime,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16516,24.42395,54.43857,7l1zYrvB5hGXDQzRy13KCQ,Police arrest Spaniard suspected of planning suicide attack,2016-12-14 05:08:43,Crime,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16529,44.46164,-89.14928,EiP0z7vB5hG3MpsCZNc2RA,SAS considers establishing bases outside of Scandinavia,2016-12-14 05:11:47,Geopolitical,moderate,"(44.461640000000003, -89.149280000000005)",4,Milwaukee,1.0
16530,44.46164,-89.14928,7PXX1bvB5hGVypsCZNc2RA,SAS considers establishing bases outside of Scandinavia,2016-12-14 05:11:57,Geopolitical,moderate,"(44.461640000000003, -89.149280000000005)",4,Milwaukee,1.0
16539,35.68536,139.75309,kI2pMrvB5hGVjAjRy13KCQ,"Japan, China, S. Korea summit postponed on Park woes",2016-12-14 05:07:23,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4,Tokyo,1.0
16541,24.42395,54.43857,SvG0QLvB5hGenwjRy13KCQ,Police arrest Spaniard suspected of planning suicide attack,2016-12-14 05:07:46,Crime,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16556,24.42395,54.43857,EomPQrvB5hGbOJgCZNc2RA,Police Arrest Spaniard Suspected of Planning Suicide Attack,2016-12-14 05:07:50,Physical Threats,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
16558,35.68536,139.75309,fE6VTrvB5hGOsZgCZNc2RA,UPDATE1: Postwar peace pact with Japan difficult: Russia official,2016-12-14 05:08:10,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4,Tokyo,1.0
