time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-12 22:15:12,Kampala,4009,1.25,32.5,wNaic7jA5hGLsgrRy13KCQ,Uganda: Army Says King Mumbere Has Camps in DR Congo,2016-12-12 22:15:12,Other,moderate,"(1.25, 32.5)",4.0,Kampala,1.0
2016-12-12 22:17:16,Kampala,4053,0.31628,32.582190000000004,muBHvbjA5hGReZQCZNc2RA,Uganda: 'Women in Big Offices Beating Up Husbands',2016-12-12 22:17:16,Physical Threats,moderate,"(0.31628000000000001, 32.582190000000004)",4.0,Kampala,1.0
2016-12-12 22:21:39,Aleppo,54,36.201240000000006,37.16117,pH5cWrnA5hGM7pECZNc2RA,Syrian army moves closer to complete recapture of Aleppo,2016-12-12 22:21:39,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-12 22:21:42,Aleppo,4043,36.201240000000006,37.16117,zNCpW7nA5hGXRwjRy13KCQ,Syrian army moves closer to complete recapture of Aleppo,2016-12-12 22:21:42,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-12 22:22:27,Tianshui,4067,35.0,105.0,yAaedrnA5hGaJ5ICZNc2RA,Kenya: Conspiracy against travellers going upcountry for Christmas,2016-12-12 22:22:27,Crime,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-12 22:22:29,Aleppo,4107,36.201240000000006,37.16117,3Fvod7nA5hG9QAnRy13KCQ,"13k+ civilians freed from E. Aleppo in 24 hours, 700 fighters lay down arms – Russian Def Min",2016-12-12 22:22:29,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:23:18,Aleppo,4185,36.201240000000006,37.16117,MBBFlbnA5hGZcAnRy13KCQ,Sidelined in Syria: US Irked by 'Success of Moscow and Damascus in Aleppo',2016-12-12 22:23:18,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-12 22:23:47,Aleppo,4164,36.201240000000006,37.16117,JCqFprnA5hGLWZMCZNc2RA,Syrian forces retake 90 percent of eastern Aleppo: Monitor,2016-12-12 22:23:47,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:23:50,Chennai,4187,13.08784,80.27847,jM5YqLnA5hG7BQnRy13KCQ,LIVE: Cyclone Vardah expected to make landfall between 2 pm to 5 pm in Chennai,2016-12-12 22:23:50,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 22:24:44,Aleppo,4190,36.201240000000006,37.16117,dqGoyLnA5hGrdwnRy13KCQ,Rebel forces down to final few districts in east Aleppo,2016-12-12 22:24:44,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:25:32,Aleppo,4220,36.201240000000006,37.16117,BJfl5LnA5hGz6AvRy13KCQ,"Syrian Observatory: Over 10,000 civilians flee east Aleppo in 24 hours",2016-12-12 22:25:32,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:25:34,Aleppo,4221,36.201240000000006,37.16117,Xtk45rnA5hG8uAvRy13KCQ,Syrian army takes Aleppo district under intense bombardment,2016-12-12 22:25:34,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:25:45,Aleppo,4223,36.201240000000006,37.16117,3pmw7LnA5hGjcwvRy13KCQ,Syrian Observatory: Syrian army in control of 90 percent of areas held by militants in Aleppo,2016-12-12 22:25:45,Geopolitical,high,"(36.201240000000006, 37.161169999999998)",16.0,Aleppo,1.0
2016-12-12 23:05:45,Tianshui,59,35.0,105.0,On4kg7_A5hG8tZECZNc2RA,"Iran seals $17 bln Boeing deal, close to Airbus order",2016-12-12 23:05:45,Other,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-12 23:15:37,Aleppo,4452,36.201240000000006,37.16117,eEQx5MDA5hG1KAjRy13KCQ,Over 13K civilians evacuated from Aleppo regions in 24 hours,2016-12-12 23:15:37,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 23:17:37,Aleppo,4492,36.201240000000006,37.16117,6CSeK8HA5hGnb5cCZNc2RA,Syrian army seizes Aleppo’s Sheikh Saeed district,2016-12-12 23:17:37,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-12 23:17:42,Aleppo,4493,36.201240000000006,37.16117,UlWmLsHA5hGOswjRy13KCQ,ISIL recaptures ancient city of Palmyra in Syria,2016-12-12 23:17:42,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-12 23:17:52,Aleppo,4478,36.201240000000006,37.16117,fvRhNMHA5hGeywnRy13KCQ,The Latest: IS detains dozens in Syria's Palmyra,2016-12-12 23:17:52,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 23:18:03,Preston,4511,54.75844,-2.6953099999999997,WPDfOsHA5hGKGgrRy13KCQ,Theresa May sets out plan to adopt official definition of anti-Semitism in fight to tackle rise in anti-Jewish attacks,2016-12-12 23:18:03,Other,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-13 00:00:00,Mogadishu,6318,2.4094,40.5948,oMVVlQ_B5hGobAnRy13KCQ,Suspected al-Shabaab militants bomb telephone masts in Mandera county,2016-12-13 00:00:00,riskline_2,medium,"(2.4094000000000002, 40.594799999999999)",9.0,Mogadishu,1.0
2016-12-13 00:00:00,Mogadishu,6853,-0.3665,42.5331,ZlVYryTB5hG0MpQCZNc2RA,Measles outbreak reported in Kismayo,2016-12-13 00:00:00,riskline_6,moderate,"(-0.36649999999999999, 42.533099999999997)",4.0,Mogadishu,1.0
2016-12-13 00:07:25,Atlanta,4670,33.39678,-84.59576,VtneIMjA5hGKOAvRy13KCQ,Wind Advisory,2016-12-13 00:07:25,Other,moderate,"(33.39678, -84.595759999999999)",4.0,Atlanta,1.0
2016-12-13 00:08:32,Atlanta,4746,33.03929,-85.03133000000001,XLVmSMjA5hG+M5cCZNc2RA,LaGrange police investigate report of shots fired at home,2016-12-13 00:08:32,Physical Threats,moderate,"(33.039290000000001, -85.031330000000011)",4.0,Atlanta,1.0
2016-12-13 01:03:37,Baltimore,4855,40.27245,-76.90567,alPJ+s_A5hGPGQnRy13KCQ,2 charged in shooting outside Atlantic City casino,2016-12-13 01:03:37,Physical Threats,moderate,"(40.272449999999999, -76.905670000000001)",4.0,Baltimore,1.0
2016-12-13 01:05:19,Aguascalientes,4859,23.0,-102.0,kMIuN9DA5hGQSQnRy13KCQ,Canceled Flights for Southwest’s LAX-Mexico Routes (LUV),2016-12-13 01:05:19,Other,moderate,"(23.0, -102.0)",4.0,Aguascalientes,1.0
2016-12-13 01:09:51,Charlotte,4895,35.227090000000004,-80.84313,rIxG2dDA5hGmewvRy13KCQ,"Man stabbed to death in south Charlotte, CMPD says",2016-12-13 01:09:51,Crime,moderate,"(35.227090000000004, -80.843130000000002)",4.0,Charlotte,1.0
2016-12-13 03:09:41,Ḩamāh,5294,35.0,38.0,OJTQluHA5hGSrgvRy13KCQ,Pope Francis Expresses Sympathy with Syria in Letter Delivered to President Assad,2016-12-13 03:09:41,Geopolitical,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-13 04:10:38,Ḩamāh,5542,35.0,38.0,fKPSGurA5hGWRQrRy13KCQ,Syria: ‘Next phase’ of Raqqa advance begins as Daesh conquer Palmyra,2016-12-13 04:10:38,Other,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-13 05:05:01,Aleppo,5649,36.201240000000006,37.16117,hK9as_HA5hG18grRy13KCQ,"URGENT: 100,000 Civilians Leave Aleppo City, Over 2,200 Terrorists Surrender",2016-12-13 05:05:01,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-13 05:05:48,Aleppo,5628,36.201240000000006,37.16117,Uujmz_HA5hG4+Z4CZNc2RA,"Syria liberates Aleppo, militants leave last holdouts",2016-12-13 05:05:48,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-13 05:06:38,Aleppo,80,36.201240000000006,37.16117,pOeV7fHA5hG+hJ0CZNc2RA,Syrian rebels get proposal to quit Aleppo; militants retake Palmyra,2016-12-13 05:06:38,Geopolitical,high,"(36.201240000000006, 37.161169999999998)",16.0,Aleppo,1.0
2016-12-13 05:06:39,Aleppo,82,36.201240000000006,37.16117,2PZC7vHA5hGddZ0CZNc2RA,Aleppo teacher: 'It's Doomsday in rebel-held east',2016-12-13 05:06:39,Crime,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-13 05:06:40,Aleppo,5668,36.201240000000006,37.16117,zu7C7vHA5hG0RgnRy13KCQ,French Lawmakers Plan to Visit Aleppo to Advocate Humanitarian Solution,2016-12-13 05:06:40,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-13 05:06:45,Cairo,5670,30.06263,31.249670000000002,KiPV8fHA5hG0RgnRy13KCQ,22-year-old suicide bomber carried out Coptic church attack: Al-Sisi,2016-12-13 05:06:45,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9.0,Cairo,1.0
2016-12-13 05:06:54,Aleppo,85,36.201240000000006,37.16117,irND9_HA5hGrmwvRy13KCQ,The Latest: Syria claims 99 percent control of Aleppo,2016-12-13 05:06:54,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-13 05:07:12,Cairo,5630,30.06263,31.249670000000002,hCyUAfLA5hGjy54CZNc2RA,4 Arrested in Deadly Cairo Church Bombing,2016-12-13 05:07:12,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9.0,Cairo,1.0
2016-12-13 05:07:44,Aleppo,5675,36.201240000000006,37.16117,nDiyFPLA5hG7yAnRy13KCQ,Syrian govt gains more ground in eastern Aleppo,2016-12-13 05:07:44,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-13 05:07:47,Ḩamāh,5634,35.00427,36.15867,UuSyFvLA5hG6dZ4CZNc2RA,"In A Pro-Assad Stronghold, Security Comes At A Heavy Price",2016-12-13 05:07:47,Natural Disaster,moderate,"(35.004269999999998, 36.158670000000001)",4.0,Ḩamāh,1.0
2016-12-13 05:08:21,Aleppo,5684,36.201240000000006,37.16117,tguWKvLA5hGU1QrRy13KCQ,Assad forces nearing win in Aleppo as battle reaches 'final stages',2016-12-13 05:08:21,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-13 05:08:32,Aleppo,5660,36.201240000000006,37.16117,Cl56MfLA5hGlaZ0CZNc2RA,"Militants Lose Control in Aleppo, Seize 2% Only",2016-12-13 05:08:32,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-13 05:08:53,Yazd,5688,32.0,53.0,4rzXPfLA5hG85ArRy13KCQ,Netanyahu wants to end Iran nuclear accord,2016-12-13 05:08:53,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-13 06:07:09,Yazd,5742,32.0,53.0,Vp7OYfrA5hGv8AvRy13KCQ,US-Iran tensions rise as Trump presidency looms,2016-12-13 06:07:09,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-13 06:07:47,Los Angeles,5846,33.92752,-118.27813,vjJNePrA5hGGEgvRy13KCQ,Officer involved shooting at South LA gang party wounds one,2016-12-13 06:07:47,Physical Threats,moderate,"(33.927520000000001, -118.27813)",4.0,Los Angeles,1.0
2016-12-13 06:08:26,Preston,5868,54.75844,-2.6953099999999997,9ILhj_rA5hGR7ArRy13KCQ,Six held in UK anti-terrorism raids; bomb disposal called in,2016-12-13 06:08:26,Physical Threats,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-13 06:08:39,Mogadishu,5848,-0.35817,42.545359999999995,egmHl_rA5hGMDQvRy13KCQ,"At least 4 dead, 10 people wounded in Kismayo blast",2016-12-13 06:08:39,Physical Threats,moderate,"(-0.35816999999999999, 42.545359999999995)",4.0,Mogadishu,1.0
2016-12-13 06:08:42,Gaza,5849,31.5,34.75,NP1PmfrA5hG1SQvRy13KCQ,Israel confirms first Turkish envoy since 2010,2016-12-13 06:08:42,Geopolitical,moderate,"(31.5, 34.75)",4.0,Gaza,1.0
2016-12-13 07:16:53,Asyūţ,6052,27.0,30.0,qAWKHwTB5hGusJICZNc2RA,Egypt: Dozens Protest After Being Denied Entry to Funeral of Cathedral Bombing Victims,2016-12-13 07:16:53,Physical Threats,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-13 08:07:15,Atlanta,6158,32.75042,-83.50018,Nm7EKAvB5hGvAAvRy13KCQ,Russia Consolidates Military Control in Abkhazia as Georgia’s Ruling Party Further Eases Its Resistance,2016-12-13 08:07:15,Geopolitical,medium,"(32.750419999999998, -83.50018)",9.0,Atlanta,1.0
2016-12-13 09:20:49,Milwaukee,6549,43.53915,-89.46262,cNUDcBXB5hGGOAjRy13KCQ,Prisons chief: DOC 'getting a handle' on staffing shortages,2016-12-13 09:20:49,Other,medium,"(43.539149999999999, -89.462620000000001)",9.0,Milwaukee,1.0
2016-12-13 09:20:56,Preston,6534,54.75844,-2.6953099999999997,qlsNdBXB5hGhNQnRy13KCQ,UK adopts international definition of anti-Semitism,2016-12-13 09:20:56,Other,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-13 10:06:29,"Washington, D.C.",6413,38.23319,-78.36917,vG7u0BvB5hG40wrRy13KCQ,Greene donations head to Gatlinburg to aid wildfire victims,2016-12-13 10:06:29,Natural Disaster,moderate,"(38.23319, -78.369169999999997)",4.0,"Washington, D.C.",1.0
2016-12-13 10:17:02,Atlanta,6768,34.29788,-83.82406999999999,RoIhSh3B5hGFrwjRy13KCQ,No injuries reported in Gainesville SWAT standoff,2016-12-13 10:17:02,Physical Threats,moderate,"(34.297879999999999, -83.824069999999992)",4.0,Atlanta,1.0
2016-12-13 10:20:25,Lagos,6743,6.45407,3.3946699999999996,BBcUwx3B5hGn3AvRy13KCQ,Lagos PDP chair blames party crisis on 2019 presidential ambition,2016-12-13 10:20:25,Geopolitical,moderate,"(6.4540699999999998, 3.3946699999999996)",4.0,Lagos,1.0
2016-12-13 11:05:12,London,6855,46.533359999999995,-83.69991,2D2uBCTB5hGiVZMCZNc2RA,One man arrested after possible hostage situation on North Michigan Street,2016-12-13 11:05:12,Crime,moderate,"(46.533359999999995, -83.699910000000003)",4.0,London,1.0
2016-12-13 11:12:26,"Washington, D.C.",6907,38.8696,-78.5264,Ci5WByXB5hGG9wvRy13KCQ,Va. woman stopped from boarding Dulles-Ireland flight with loaded semi-automatic handgun,2016-12-13 11:12:26,Physical Threats,moderate,"(38.869599999999998, -78.526399999999995)",4.0,"Washington, D.C.",1.0
2016-12-13 11:12:35,Queens,6889,40.639829999999996,-73.77874,Gnz3DCXB5hG6FZQCZNc2RA,‘Credible’ bomb threat diverts flight to John F. Kennedy Airport,2016-12-13 11:12:35,Other,moderate,"(40.639829999999996, -73.778739999999999)",4.0,Queens,1.0
2016-12-13 11:13:13,Columbus,6931,40.23449,-84.40939,rsKIIyXB5hGQBgjRy13KCQ,"McCain, Schumer weigh in on Russian election hacking reports",2016-12-13 11:13:13,Other,moderate,"(40.234490000000001, -84.409390000000002)",4.0,Columbus,1.0
2016-12-13 11:14:26,Preston,6951,54.491330000000005,-2.8643400000000003,tlcGTyXB5hGcnJMCZNc2RA,Reports of bank robbery in Swadlincote High Street,2016-12-13 11:14:26,Physical Threats,moderate,"(54.491330000000005, -2.8643400000000003)",4.0,Preston,1.0
2016-12-13 11:15:00,"Washington, D.C.",6968,38.895109999999995,-77.03636999999999,8g2HYyXB5hGIhAvRy13KCQ,US Army Tactical Missile System Passes Second Flight Test - Lockheed Martin,2016-12-13 11:15:00,Other,medium,"(38.895109999999995, -77.036369999999991)",9.0,"Washington, D.C.",1.0
2016-12-13 12:06:11,Baltimore,7090,40.27245,-76.90567,kEG6iSzB5hGvA5MCZNc2RA,Dad who received video of lifeless son is headed to trial,2016-12-13 12:06:11,Other,moderate,"(40.272449999999999, -76.905670000000001)",4.0,Baltimore,1.0
2016-12-13 12:06:49,Charlotte,7106,32.77657,-79.93092,3stmoCzB5hGGHwnRy13KCQ,Hit list? Evidence found in Dylann Roof's car included list of black churches,2016-12-13 12:06:49,Other,moderate,"(32.77657, -79.93092)",4.0,Charlotte,1.0
2016-12-13 12:09:14,Tokyo,7032,35.685359999999996,139.75309,sMuT9izB5hGfCJICZNc2RA,Japan's troops ready to use force in South Sudan,2016-12-13 12:09:14,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-13 12:14:12,Wichita,7149,39.76,-98.5,bGxNqC3B5hG9LgrRy13KCQ,"A President Trump Excites, and Worries, Persian Gulf Leaders",2016-12-13 12:14:12,Other,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-13 12:14:20,Wichita,7150,39.76,-98.5,AIQLrS3B5hGIEQrRy13KCQ,Canada asks U.S. court to toss case alleging it wrongly named woman a terrorist,2016-12-13 12:14:20,Physical Threats,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-13 12:15:42,Lyon,7231,46.0,2.0,rF8M3i3B5hGsgwnRy13KCQ,France finds mild bird flu strain in southwest,2016-12-13 12:15:42,Public Health,moderate,"(46.0, 2.0)",4.0,Lyon,1.0
2016-12-13 12:19:43,Aleppo,7242,36.201240000000006,37.16117,mkHjbS7B5hGn6wnRy13KCQ,Syrian general says Aleppo offensive in final stages,2016-12-13 12:19:43,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-13 12:21:28,Jakarta,7282,-6.21462,106.84513000000001,BqsVrC7B5hGOuAnRy13KCQ,Indonesia transfixed as tearful Jakarta governor appears at blasphemy trial,2016-12-13 12:21:28,Geopolitical,moderate,"(-6.21462, 106.84513000000001)",4.0,Jakarta,1.0
2016-12-13 13:08:53,Atlanta,7313,32.75042,-83.50018,dl0LTDXB5hG3DZICZNc2RA,"2 Georgia police officers shot, wounded serving warrant",2016-12-13 13:08:53,Physical Threats,moderate,"(32.750419999999998, -83.50018)",4.0,Atlanta,1.0
2016-12-13 13:10:29,Wichita,7370,39.76,-98.5,Nm+MhTXB5hGnWZMCZNc2RA,Carter arrives in Israel over Tel Aviv purchase of F-35s,2016-12-13 13:10:29,Geopolitical,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-13 13:15:09,Cape Town,7415,-33.92584,18.42322,vpB3LDbB5hGgRJICZNc2RA,Cape Town man seriously injured in fall from bridge - paramedics,2016-12-13 13:15:09,Infrastructure,moderate,"(-33.925840000000001, 18.423220000000001)",4.0,Cape Town,1.0
2016-12-13 13:17:57,Belgrade,7481,44.81892,20.459979999999998,TsY+kDbB5hGe+wjRy13KCQ,Serbian PM’s visit to Russia to focus on weapons agreement ― Serbian foreign minister,2016-12-13 13:17:57,Physical Threats,moderate,"(44.818919999999999, 20.459979999999998)",4.0,Belgrade,1.0
2016-12-13 13:18:58,Asyūţ,7508,27.0,30.0,dM+utDbB5hGmkwrRy13KCQ,Anger grows among Egypt's Christians after deadly church bombing in Cairo,2016-12-13 13:18:58,Physical Threats,medium,"(27.0, 30.0)",9.0,Asyūţ,1.0
2016-12-13 14:16:56,Chennai,7721,13.08784,80.27847,pADIzT7B5hGX2wnRy13KCQ,Chennai civic body acts swiftly to clear blocked roads,2016-12-13 14:16:56,Infrastructure,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
