time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-12 14:09:10,Chicago,1873,41.85003,-87.65005,8srTjXTA5hGu_aICZNc2RA,Midwest snow storm grounds hundreds of Chicago flights,2016-12-12 14:09:10,Other,medium,"(41.850029999999997, -87.650049999999993)",9.0,Chicago,1.0
2016-12-12 14:10:08,Chicago,1860,41.85003,-87.65005,RgX7r3TA5hGTuRzRy13KCQ,Midwest snow storm grounds hundreds of Chicago flights,2016-12-12 14:10:08,Other,medium,"(41.850029999999997, -87.650049999999993)",9.0,Chicago,1.0
2016-12-12 14:11:33,Hyderabad,2051,17.38405,78.45636,YG2W4nTA5hGOF6QCZNc2RA,"Milad un Nabi PBUH, Celebrations in Hyderabad",2016-12-12 14:11:33,Physical Threats,moderate,"(17.384049999999998, 78.456360000000004)",4.0,Hyderabad,1.0
2016-12-12 15:05:22,İstanbul,2145,41.01384,28.949659999999998,vowtZ3zA5hGCBqQCZNc2RA,Turkey blasts claimed by Kurdish militants; country mourns,2016-12-12 15:05:22,Geopolitical,extreme,"(41.013840000000002, 28.949659999999998)",25.0,İstanbul,1.0
2016-12-12 15:05:29,İstanbul,2166,41.01384,28.949659999999998,YL21a3zA5hGwFRzRy13KCQ,Turkish Authorities Suspect PKK Behind Istanbul Attack,2016-12-12 15:05:29,Physical Threats,medium,"(41.013840000000002, 28.949659999999998)",9.0,İstanbul,1.0
2016-12-12 15:13:42,Chennai,2243,13.08784,80.27847,aCFLkX3A5hGC+qMCZNc2RA,LIVE! Cyclone Vardah begins crossover from sea to coast,2016-12-12 15:13:42,Geopolitical,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 15:16:31,Nagpur,2318,21.14631,79.08491,GDV39n3A5hGGOhnRy13KCQ,"Nagpur: Owner, two managers booked as pharma unit blast toll hits nine",2016-12-12 15:16:31,Infrastructure,medium,"(21.14631, 79.084909999999994)",9.0,Nagpur,1.0
2016-12-12 15:19:05,Nagpur,2390,22.0,79.0,AOYEUn7A5hGVXaMCZNc2RA,Headed home: workers abandon Indian building sites after cash crackdown,2016-12-12 15:19:05,Crime,medium,"(22.0, 79.0)",9.0,Nagpur,1.0
2016-12-12 15:20:10,Mosul,2298,36.335,43.11889,AmNueH7A5hGOMKICZNc2RA,Mosul Dam collapse ‘will be worse than a nuclear bomb’,2016-12-12 15:20:10,Other,moderate,"(36.335000000000001, 43.11889)",4.0,Mosul,1.0
2016-12-12 15:20:22,Los Angeles,2324,34.26945,-118.78148,ojYRgH7A5hGEiBnRy13KCQ,Man held for allegedly stabbing worshipper near mosque,2016-12-12 15:20:22,Crime,moderate,"(34.269449999999999, -118.78148)",4.0,Los Angeles,1.0
2016-12-12 16:04:35,Calgary,2432,51.05011,-114.08528999999999,WHEkrYTA5hGi0aICZNc2RA,Inspiring birthday party raises gifts for Calgary children,2016-12-12 16:04:35,Other,moderate,"(51.050109999999997, -114.08528999999999)",4.0,Calgary,1.0
2016-12-12 16:04:55,Melbourne,2454,-37.68015,144.91877,1BLOuITA5hGUGhvRy13KCQ,Police investigate suspicious blaze in Broadmeadows,2016-12-12 16:04:55,Natural Disaster,moderate,"(-37.680149999999998, 144.91876999999999)",4.0,Melbourne,1.0
2016-12-12 16:09:55,Aleppo,2526,36.201240000000006,37.16117,FADta4XA5hGYi6ICZNc2RA,Russian warplanes kill over 300 Syrians in Palmyra,2016-12-12 16:09:55,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 16:12:38,Hannover,2507,51.5,10.5,iKD+zIXA5hGQfhnRy13KCQ,Christian children being 'BULLIED and assaulted by Muslim migrants' in German city,2016-12-12 16:12:38,Other,moderate,"(51.5, 10.5)",4.0,Hannover,1.0
2016-12-12 16:16:36,Chennai,2594,13.08784,80.27847,Pv8jW4bA5hG0QRnRy13KCQ,South India on alert as Cyclone Vardah nears coast,2016-12-12 16:16:36,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 16:17:35,Chennai,2618,13.08784,80.27847,KHAyfobA5hGRh6MCZNc2RA,"9,500 People Evacuated From Coastal Areas In Chennai As Cyclone Vardah Enters Pulicat",2016-12-12 16:17:35,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 16:17:54,Aleppo,2553,36.201240000000006,37.16117,gpqsiYbA5hGJXBzRy13KCQ,Government gains more ground in eastern Aleppo,2016-12-12 16:17:54,Public Health,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 17:11:37,Charlotte,2807,34.00043,-81.00009,ekCVCo7A5hGnORzRy13KCQ,South Carolina police: Man killed amid gunfire with officers,2016-12-12 17:11:37,Crime,moderate,"(34.000430000000001, -81.00009)",4.0,Charlotte,1.0
2016-12-12 17:12:26,Cairo,2810,30.06263,31.249670000000002,JL2wJ47A5hGXsxzRy13KCQ,Bomb blast kills at least 25 at Cairo Coptic church,2016-12-12 17:12:26,Physical Threats,moderate,"(30.062629999999999, 31.249670000000002)",4.0,Cairo,1.0
2016-12-12 17:14:13,Jakarta,2850,-6.21462,106.84513000000001,PhGtZ47A5hGFZBzRy13KCQ,Indonesian police arrest 4 in a failed bomb plot,2016-12-12 17:14:13,Crime,moderate,"(-6.21462, 106.84513000000001)",4.0,Jakarta,1.0
2016-12-12 17:14:30,Cairo,2740,30.06263,31.249670000000002,6vqPcY7A5hG4chrRy13KCQ,Terror Attack Targets Women and Children at Main Christian Cathedral in Cairo,2016-12-12 17:14:30,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9.0,Cairo,1.0
2016-12-12 17:16:36,Chennai,1263,13.08784,80.27847,wHXLvI7A5hGtW6QCZNc2RA,"Flights out of Chennai diverted, cancelled",2016-12-12 17:16:36,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 17:23:12,Surrey,2975,49.199670000000005,-122.81931999999999,tOzcqI_A5hGzeaECZNc2RA,Alex Fraser Bridge closure defended as a necessary safety measure,2016-12-12 17:23:12,Infrastructure,medium,"(49.199670000000005, -122.81931999999999)",9.0,Surrey,1.0
2016-12-12 17:23:53,San Jose del Monte,3013,15.0,121.08333,putzwY_A5hG5xRvRy13KCQ,"Sunog sa tindahan ng damit, nag-iwan ng P2-M pinsala",2016-12-12 17:23:53,Infrastructure,moderate,"(15.0, 121.08333)",4.0,San Jose del Monte,1.0
2016-12-12 18:02:37,Atlanta,3030,33.67927,-84.27186999999999,DvOpKpXA5hGHLBvRy13KCQ,Ayurvedic resort opened,2016-12-12 18:02:37,Public Health,moderate,"(33.679270000000002, -84.271869999999993)",4.0,Atlanta,1.0
2016-12-12 18:03:37,Nagpur,2929,22.0,79.0,+gMWTpXA5hGN1KICZNc2RA,Former IAF chief arrested over helicopter import deal,2016-12-12 18:03:37,Other,moderate,"(22.0, 79.0)",4.0,Nagpur,1.0
2016-12-12 18:06:19,Wichita,3064,39.76,-98.5,Zmb6rpXA5hGz1hzRy13KCQ,Official: FBI told Illinois GOP of possible email hacking,2016-12-12 18:06:19,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-12 18:06:38,Wichita,2936,39.76,-98.5,jgPBuZXA5hGA_aICZNc2RA,Official: FBI told Illinois GOP of possible email hacking,2016-12-12 18:06:38,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-12 18:07:11,Chennai,2717,13.08784,80.27847,ckiTzZXA5hGaohnRy13KCQ,"Flights out of Chennai diverted, cancelled",2016-12-12 18:07:11,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 18:07:14,Nagpur,2909,22.0,79.0,PPeQz5XA5hGwkqQCZNc2RA,To boldly go,2016-12-12 18:07:14,Infrastructure,medium,"(22.0, 79.0)",9.0,Nagpur,1.0
2016-12-12 18:08:01,Hannover,3004,51.5,10.5,ZsOX65XA5hGVV6MCZNc2RA,Germany closely looking on N. Korean airline's possible illicit activities: report,2016-12-12 18:08:01,Public Health,moderate,"(51.5, 10.5)",4.0,Hannover,1.0
2016-12-12 18:08:18,Wichita,3006,39.76,-98.5,_tXT9ZXA5hGYfaMCZNc2RA,FBI told Illinois GOP of possible email hacking: Official,2016-12-12 18:08:18,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-12 18:10:56,Chennai,3100,13.08784,80.27847,hszxU5bA5hGmQxnRy13KCQ,Cyclone Vardah lashes south India coast with 120km/h winds,2016-12-12 18:10:56,Geopolitical,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 18:11:09,Chennai,3117,13.08784,80.27847,utOfW5bA5hGDeh3Ry13KCQ,Cyclone Vardah: Rail and air services affected in Chennai,2016-12-12 18:11:09,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 18:11:11,Chennai,3039,13.08784,80.27847,DvzlXJbA5hG9chvRy13KCQ,"Cyclonic Storm Vardah Hits Chennai Coast, People Evacuated to Relief Centers",2016-12-12 18:11:11,Infrastructure,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 18:13:39,Seoul,2985,37.566,126.9784,iMXltJbA5hGuOaECZNc2RA,The Korea Interbank Offered Rates (KORIBOR),2016-12-12 18:13:39,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-12 18:17:36,Aleppo,3162,36.201240000000006,37.16117,vFdzQpfA5hGeSx3Ry13KCQ,Syrian troops take even more ground in rebel part of Aleppo,2016-12-12 18:17:36,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 19:09:05,Chennai,3302,13.08784,80.27847,3ryLc57A5hGX2R7Ry13KCQ,"10 updates on Cyclone Vardah: Wind speed reduces, storm to move towards Karnata...",2016-12-12 19:09:05,Infrastructure,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 19:09:31,Aleppo,3069,36.201240000000006,37.16117,bgLFgp7A5hGM+R7Ry13KCQ,Vanishing civilians of Aleppo,2016-12-12 19:09:31,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 19:10:27,Aleppo,3294,36.201240000000006,37.16117,7N51pJ7A5hGFG6ICZNc2RA,Syria Says Government Forces Now Control 98 Percent of Aleppo,2016-12-12 19:10:27,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 19:12:40,Guntur,3352,15.833329999999998,79.75,iNqE857A5hGVcR7Ry13KCQ,"Cyclone Vardah set for landfall; heavy rain pounds Tamil Nadu, Andhra coast",2016-12-12 19:12:40,Geopolitical,moderate,"(15.833329999999998, 79.75)",4.0,Guntur,1.0
2016-12-12 19:16:54,Los Angeles,3410,34.26945,-118.78148,sh0Mi5_A5hGfEBvRy13KCQ,Man held for allegedly stabbing worshipper near mosque,2016-12-12 19:16:54,Crime,moderate,"(34.269449999999999, -118.78148)",4.0,Los Angeles,1.0
2016-12-12 20:05:23,Atlanta,3464,33.85844,-84.3402,Pj3VUKbA5hG7qyHRy13KCQ,"Intruder raises alarm, causes lock down",2016-12-12 20:05:23,Infrastructure,medium,"(33.858440000000002, -84.340199999999996)",9.0,Atlanta,1.0
2016-12-12 20:05:59,Tianshui,3474,35.0,105.0,KhKGZqbA5hGsdSHRy13KCQ,Japan protests against China's claims of dangerous conduct by fighter jets,2016-12-12 20:05:59,Other,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-12 20:08:15,Chicago,3382,41.85003,-87.65005,GiB4t6bA5hGhEqMCZNc2RA,Midwest Snow Storm Grounds Hundreds Of Chicago Flights,2016-12-12 20:08:15,Natural Disaster,medium,"(41.850029999999997, -87.650049999999993)",9.0,Chicago,1.0
2016-12-12 20:08:21,Chicago,3520,41.85003,-87.65005,8pQiu6bA5hG3yqcCZNc2RA,Eppley flights canceled by Midwest snowstorm,2016-12-12 20:08:21,Other,moderate,"(41.850029999999997, -87.650049999999993)",4.0,Chicago,1.0
2016-12-12 20:09:46,Philadelphia,20,39.952329999999996,-75.16379,xECk7abA5hGahKMCZNc2RA,Police: Teen was targeted in west Philadelphia shooting,2016-12-12 20:09:46,Physical Threats,medium,"(39.952329999999996, -75.163790000000006)",9.0,Philadelphia,1.0
2016-12-12 20:12:26,İstanbul,3541,41.01384,28.949659999999998,xF5ETafA5hGl56UCZNc2RA,Kurdish Armed Group Assumes Responsibility for Istanbul Double Attack,2016-12-12 20:12:26,Physical Threats,high,"(41.013840000000002, 28.949659999999998)",16.0,İstanbul,1.0
2016-12-12 20:12:29,Multān,3602,30.0,70.0,mHigTqfA5hG2+R_Ry13KCQ,Pakistan army chief Bajwa removes ISI leader in major military reshuffle,2016-12-12 20:12:29,Geopolitical,medium,"(30.0, 70.0)",9.0,Multān,1.0
2016-12-12 20:12:41,Aleppo,3466,36.201240000000006,37.16117,5psTVqfA5hGIsyHRy13KCQ,Syrian military says it controls 98% of east Aleppo,2016-12-12 20:12:41,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 20:12:41,Chennai,3605,13.08784,80.27847,GKvwVafA5hGFBR_Ry13KCQ,"Flights, trains cancelled between Chennai and Bengaluru as cyclone Vardah intensifies",2016-12-12 20:12:41,Other,medium,"(13.08784, 80.278469999999999)",9.0,Chennai,1.0
2016-12-12 20:14:13,Atlanta,23,33.749,-84.38798,1Bf6jKfA5hGjPaUCZNc2RA,"Kandi Burruss Accuses Phaedra Parks Of Lying About Bomb Threat, Says Mama Joyce Needs A ...",2016-12-12 20:14:13,Physical Threats,moderate,"(33.749000000000002, -84.387979999999999)",4.0,Atlanta,1.0
2016-12-12 20:14:54,Cairo,3613,30.06263,31.249670000000002,HGUQpafA5hGGiiHRy13KCQ,Coptic Christian bomb attack victims’ grief-stricken relatives carry coffins of loved ones’ killed in Cairo blast,2016-12-12 20:14:54,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9.0,Cairo,1.0
2016-12-12 20:14:59,Aleppo,3614,36.201240000000006,37.16117,nNs0qKfA5hGGiiHRy13KCQ,Islamic State on backfoot as Syrian army in 'final stages' to retake Aleppo,2016-12-12 20:14:59,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 20:16:02,Seoul,3584,37.566,126.9784,xGivzafA5hGz3yDRy13KCQ,Creativity or dirty commercialism? Absolut Vodka Korea cashes in on anti-president protest,2016-12-12 20:16:02,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-12 20:16:33,Seoul,34,37.566,126.9784,aEEW4KfA5hGnLacCZNc2RA,South Korea PM to be briefed on state affairs as Park impeached,2016-12-12 20:16:33,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-12 20:16:56,Seoul,3557,37.566,126.9784,eASu7afA5hG3ohnRy13KCQ,South Korea PM to be briefed on state affairs as Park impeached,2016-12-12 20:16:56,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-12 20:18:00,Milwaukee,3653,45.43168,-84.992,VqRAFKjA5hGeIB_Ry13KCQ,12 Guests Injured as Major Fire Closes Michigan Ski Resort,2016-12-12 20:18:00,Natural Disaster,medium,"(45.43168, -84.992000000000004)",9.0,Milwaukee,1.0
2016-12-12 20:18:00,Seoul,3652,37.566,126.9784,NFAbFKjA5hGsDR_Ry13KCQ,South Korea PM to be briefed on state affairs as Park impeached,2016-12-12 20:18:00,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-12 21:05:30,Kaduna,3700,10.52641,7.438789999999999,4ODktq7A5hGAOQjRy13KCQ,"El-Rufai, Shehu Sani disagree over attack on constituency office",2016-12-12 21:05:30,Infrastructure,moderate,"(10.52641, 7.4387899999999991)",4.0,Kaduna,1.0
2016-12-12 21:06:09,Kampala,3695,1.25,32.5,cCrRza7A5hG4jZMCZNc2RA,Uganda: Uganda Gets Shs417 Billion for Electricity,2016-12-12 21:06:09,Other,moderate,"(1.25, 32.5)",4.0,Kampala,1.0
2016-12-12 21:06:25,Cairo,3718,30.06263,31.249670000000002,TuFk167A5hGZeQvRy13KCQ,"Prayers in much-loved Egyptian church, then carnage: Coptic Christians tell how bomb ‘destroyed’ churchgoers",2016-12-12 21:06:25,Physical Threats,moderate,"(30.062629999999999, 31.249670000000002)",4.0,Cairo,1.0
2016-12-12 21:09:57,Boston,3741,42.33704,-71.20922,5hXnVa_A5hGLBZMCZNc2RA,A power outage affects emergency responders,2016-12-12 21:09:57,Infrastructure,moderate,"(42.337040000000002, -71.209220000000002)",4.0,Boston,1.0
2016-12-12 21:10:03,Aleppo,3742,36.201240000000006,37.16117,pJ9aWa_A5hGLBZMCZNc2RA,"Over 13,000 Civilians Evacuated From Aleppo Regions in 24 Hours",2016-12-12 21:10:03,Infrastructure,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 21:11:46,Asyūţ,3783,27.0,30.0,9JoSl6_A5hGxY5QCZNc2RA,Egypt mourns 25 Christians killed in massive church bombing,2016-12-12 21:11:46,Physical Threats,medium,"(27.0, 30.0)",9.0,Asyūţ,1.0
2016-12-12 21:12:27,Oklahoma City,3805,35.46756,-97.51643,+Dtkr6_A5hGqpwnRy13KCQ,Celtics received bomb threat on flight to Oklahoma City,2016-12-12 21:12:27,Physical Threats,moderate,"(35.467559999999999, -97.51643)",4.0,Oklahoma City,1.0
2016-12-12 21:18:11,Tokyo,3811,35.685359999999996,139.75309,fsZJfLDA5hG4JQnRy13KCQ,Japan protests China over jet interference claim,2016-12-12 21:18:11,Other,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-12 21:18:19,Preston,3813,56.0,-4.0,mlv9gLDA5hG4JQnRy13KCQ,"Warning to wash hands, not poultry, to avoid food poisoning",2016-12-12 21:18:19,Public Health,moderate,"(56.0, -4.0)",4.0,Preston,1.0
2016-12-12 22:07:24,Maiduguri,3884,11.09826,12.76417,8CufXLfA5hG6AwrRy13KCQ,Buratai charges troops to finish-off Boko Haram,2016-12-12 22:07:24,Physical Threats,moderate,"(11.09826, 12.76417)",4.0,Maiduguri,1.0
2016-12-12 22:11:36,Tokyo,3980,35.685359999999996,139.75309,KNqL8rfA5hGW5wvRy13KCQ,Japan denies Chinese claim of dangerous fighter-jet conduct,2016-12-12 22:11:36,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-12 22:13:28,Chennai,4024,13.08784,80.27847,hqFuNbjA5hG5zArRy13KCQ,Cyclone Vardah: Rail and air services affected in Chennai,2016-12-12 22:13:28,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 22:15:12,Kampala,4009,1.25,32.5,wNaic7jA5hGLsgrRy13KCQ,Uganda: Army Says King Mumbere Has Camps in DR Congo,2016-12-12 22:15:12,Other,moderate,"(1.25, 32.5)",4.0,Kampala,1.0
2016-12-12 22:15:22,Tianshui,4033,35.0,105.0,AG8pebjA5hG2EgjRy13KCQ,"Woman in China kills 4 daughters, wounds another with kitchen knife",2016-12-12 22:15:22,Physical Threats,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-12 22:17:16,Kampala,4053,0.31628,32.582190000000004,muBHvbjA5hGReZQCZNc2RA,Uganda: 'Women in Big Offices Beating Up Husbands',2016-12-12 22:17:16,Physical Threats,moderate,"(0.31628000000000001, 32.582190000000004)",4.0,Kampala,1.0
2016-12-12 22:21:39,Aleppo,54,36.201240000000006,37.16117,pH5cWrnA5hGM7pECZNc2RA,Syrian army moves closer to complete recapture of Aleppo,2016-12-12 22:21:39,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-12 22:21:42,Aleppo,4043,36.201240000000006,37.16117,zNCpW7nA5hGXRwjRy13KCQ,Syrian army moves closer to complete recapture of Aleppo,2016-12-12 22:21:42,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-12 22:22:27,Tianshui,4067,35.0,105.0,yAaedrnA5hGaJ5ICZNc2RA,Kenya: Conspiracy against travellers going upcountry for Christmas,2016-12-12 22:22:27,Crime,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-12 22:22:29,Aleppo,4107,36.201240000000006,37.16117,3Fvod7nA5hG9QAnRy13KCQ,"13k+ civilians freed from E. Aleppo in 24 hours, 700 fighters lay down arms – Russian Def Min",2016-12-12 22:22:29,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:23:18,Aleppo,4185,36.201240000000006,37.16117,MBBFlbnA5hGZcAnRy13KCQ,Sidelined in Syria: US Irked by 'Success of Moscow and Damascus in Aleppo',2016-12-12 22:23:18,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-12 22:23:47,Aleppo,4164,36.201240000000006,37.16117,JCqFprnA5hGLWZMCZNc2RA,Syrian forces retake 90 percent of eastern Aleppo: Monitor,2016-12-12 22:23:47,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:23:50,Chennai,4187,13.08784,80.27847,jM5YqLnA5hG7BQnRy13KCQ,LIVE: Cyclone Vardah expected to make landfall between 2 pm to 5 pm in Chennai,2016-12-12 22:23:50,Other,moderate,"(13.08784, 80.278469999999999)",4.0,Chennai,1.0
2016-12-12 22:24:44,Aleppo,4190,36.201240000000006,37.16117,dqGoyLnA5hGrdwnRy13KCQ,Rebel forces down to final few districts in east Aleppo,2016-12-12 22:24:44,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:25:04,Wichita,4214,39.76,-98.5,Hjxk1LnA5hGGhgvRy13KCQ,Trump targets Lockheed Martin's F-35 fighter jet costs,2016-12-12 22:25:04,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-12 22:25:32,Aleppo,4220,36.201240000000006,37.16117,BJfl5LnA5hGz6AvRy13KCQ,"Syrian Observatory: Over 10,000 civilians flee east Aleppo in 24 hours",2016-12-12 22:25:32,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:25:34,Aleppo,4221,36.201240000000006,37.16117,Xtk45rnA5hG8uAvRy13KCQ,Syrian army takes Aleppo district under intense bombardment,2016-12-12 22:25:34,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-12 22:25:38,Wichita,4202,39.76,-98.5,ViXF6LnA5hGqEAjRy13KCQ,Generic copy of Roche flu pill Tamiflu hits US market,2016-12-12 22:25:38,Public Health,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-12 22:25:45,Aleppo,4223,36.201240000000006,37.16117,3pmw7LnA5hGjcwvRy13KCQ,Syrian Observatory: Syrian army in control of 90 percent of areas held by militants in Aleppo,2016-12-12 22:25:45,Geopolitical,high,"(36.201240000000006, 37.161169999999998)",16.0,Aleppo,1.0
2016-12-12 22:26:15,Kota Bharu,4225,5.33333,102.0,En1k_rnA5hGpAQvRy13KCQ,'Pyan' and 'Rambai' captivate at sending-off for 14th Agong,2016-12-12 22:26:15,Other,moderate,"(5.3333300000000001, 102.0)",4.0,Kota Bharu,1.0
2016-12-12 22:26:26,Wichita,4227,39.76,-98.5,9rFOBbrA5hGNmQvRy13KCQ,"Trump in War of Words with Intelligence Officials, Amid Disagreement Over Russian Hacking",2016-12-12 22:26:26,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
