205,Leicester
206,Hamah
207,Wichita
208,Rome
209,Wichita
210,Tampa
211,Rome
212,Wichita
213,Asyut
214,Minneapolis
215,Abuja
216,Visakhapatnam
217,Raleigh
218,Wichita
219,Nairobi
220,Raipur
221,Bhubaneshwar
222,Omaha
223,Cuttack
224,Brooklyn
225,Hamah
226,The Bronx
227,Cairo
228,Kayseri
229,Vancouver
230,Detroit
231,Aleppo
232,Aleppo
233,Portland
234,Islamabad
235,Hamah
236,Portland
237,Enugu
238,Hyderabad
239,Nagpur
240,Srinagar
241,Srinagar
242,Auckland
243,Auckland
244,Auckland
245,Auckland
246,Kaduna
247,Canberra
248,Wichita
249,Baltimore
250,Wellington
251,Edmonton
252,Wichita
253,Bamenda
254,Milwaukee
255,Preston
256,Vancouver
257,East Jerusalem
258,Wichita
259,Kryvyi Rih
260,Paris
261,Aleppo
262,Kano
263,Subang Jaya
264,Melbourne
265,Chennai
266,Melbourne
267,Mexico City
268,Touba
269,Aleppo
270,Sydney
271,Melbourne
272,Calamba
273,Fresno
274,Lyon
275,Seattle
276,Milwaukee
277,Bangkok
278,Ganja
279,Naha
280,Nagpur
281,Austin
282,Malmoe
283,Malmoe
284,Lyon
285,Vancouver
286,Davao
287,Pucallpa
288,Aleppo
289,Fukuoka
290,Thessaloniki
291,Nagpur
292,Aleppo
293,Hamah
294,Asyut
295,Wichita
296,Multan
297,Winnipeg
298,Aleppo
299,Aleppo
300,Mosul
301,Wichita
302,Aleppo
303,London
304,Dublin
305,Hyderabad
306,City of London
307,Abuja
308,City of London
309,Cheongju-si
310,Tampa
311,Athens
312,Jammu
313,Maiduguri
314,Tungi
315,Yazd
316,Aleppo
317,Pietermaritzburg
318,Makassar
319,Oklahoma City
320,Dublin
321,Guntur
322,Minneapolis
323,Warangal
324,Montreal
325,Tianshui
326,Tianshui
327,Tianshui
328,Johannesburg
329,Kansas City
330,Denver
331,Tianshui
332,Raipur
333,Seattle
334,Guwahati
335,Jerusalem
336,Donetsk
337,Calamba
338,Canberra
339,Wichita
340,Portland
341,Jerusalem
342,Las Vegas
343,Lagos
344,Calamba
345,Bloemfontein
346,Philadelphia
347,Aleppo
348,Asyut
349,Minneapolis
350,Lima
351,Asyut
352,Sydney
353,Aleppo
354,Melbourne
355,Chicago
356,Arusha
357,Comilla
358,Riverside
359,Tokyo
360,New Delhi
361,Calgary
362,Maiduguri
363,Srinagar
364,Tokyo
365,Cheongju-si
366,Makassar
367,Mogadishu
368,Maiduguri
369,Birmingham
370,Colorado Springs
371,Aleppo
372,Cheongju-si
373,Mogadishu
374,Aleppo
375,Karol Bagh
376,Beijing
377,Delhi
378,Hamah
379,Abu Dhabi
380,Aleppo
381,Aleppo
382,Aleppo
383,Mesa
384,Mosul
385,Berlin
386,Enugu
387,Guwahati
388,Brisbane
389,Boston
390,Nagpur
391,Kano
392,Albuquerque
393,Los Angeles
394,Oklahoma City
395,Portland
396,Islington
397,New South Memphis
398,Milwaukee
399,Kuching
400,Brussels
401,Aleppo
402,Aleppo
403,Uberlandia
404,Columbus
405,Guwahati
406,Ghaziabad
407,Krugersdorp
408,Dublin
409,Singapore
410,Minneapolis
411,Kaduna
412,Kuching
413,Hamah
414,"Washington, D.C."
415,Philadelphia
416,Auckland
417,Jerusalem
418,Wichita
419,Aleppo
420,Bakersfield
421,Wichita
422,Lagos
423,Seattle
424,Amritsar
425,Amritsar
426,Ludhiana
427,Benin City
428,Barinas
429,Baltimore
430,Samut Prakan
431,Wichita
432,Hannover
433,Aleppo
434,Aleppo
435,Kryvyi Rih
436,Atlanta
437,Adelaide
438,Halifax
439,Oakland
440,Cuiaba
441,Calgary
442,Nagpur
443,Aleppo
444,Preston
445,Paris
446,Chicago
447,Hannover
448,Istanbul
449,Oklahoma City
450,Indianapolis
451,Wichita
452,Birmingham
453,Ajmer
454,Gaza
455,Addis Ababa
456,Monrovia
457,Seattle
458,Paris
459,Canberra
460,Hyderabad
461,Bristol
462,Boston
463,Leicester
464,Leicester
465,Warri
466,Toronto
467,Nagpur
468,Wichita
469,Calgary
470,Harare
471,Davao
472,Lodz
473,Wichita
474,Riverside
475,Aleppo
476,Aleppo
477,Santa Ana
478,Vladikavkaz
479,Kayseri
480,Sydney
481,Brooklyn
482,Birmingham
483,Aleppo
484,Philadelphia
485,London
486,Patiala
487,Leeds
488,Warri
489,Wichita
490,Lome
491,Mandalay
492,Surrey
493,Quetta
494,Winnipeg
495,Paris
496,Tegucigalpa
497,Detroit
498,Tianshui
499,Tianshui
500,Asyut
501,Denver
502,Aleppo
503,Las Vegas
504,Aleppo
505,Columbus
506,Multan
507,Juba
508,Sydney
509,Sydney
510,Brisbane
511,Karagandy
512,Makassar
513,New South Memphis
514,Seoul
515,Aleppo
516,Toronto
517,Anaheim
518,Kuching
519,Neiva
520,Riverside
521,Dehra Dun
522,Manhattan
523,Kampung Baru Subang
524,Brisbane
525,Wichita
526,Sanaa
527,New Delhi
528,Melbourne
529,Aleppo
530,Philadelphia
531,Aleppo
532,Ujjain
533,Luxor
534,Hyderabad
535,Sanaa
536,Yazd
537,Kayseri
538,Multan
539,San Jose del Monte
540,Muzaffarnagar
541,Kirkuk
542,Nashville
543,Jerusalem
544,Preston
545,Aleppo
546,Abidjan
547,Abidjan
548,Jabalpur
549,Scarborough
550,Abu Ghurayb
551,Aleppo
552,Perth
553,Manhattan
554,Denver
555,Durban
556,Mumbai
557,Edmonton
558,Delhi
559,Aleppo
560,Krasnoyarsk
561,Etobicoke
562,Amman
563,Kayseri
564,Amman
565,Mosul
566,Makassar
567,Omdurman
568,London
569,Sanaa
570,Seattle
571,Beirut
572,Aleppo
573,Samut Prakan
574,Yazd
575,Los Angeles
576,Edmonton
577,Kaduna
578,Kisangani
579,Yazd
580,Denver
581,Aleppo
582,Winnipeg
583,Baltimore
584,Hamah
585,Asyut
586,Birmingham
587,Ottawa
588,Lucknow
589,Cheongju-si
590,Durban
591,Asyut
592,Guadalupe
593,Warsaw
594,Leipzig
595,Lyon
596,Guwahati
597,Shimoga
598,Kisangani
599,Homs
600,Maiduguri
601,Nagpur
602,Jammu
603,Edmonton
604,Pietermaritzburg
605,Cheongju-si
606,Beirut
607,Amman
608,"Washington, D.C."
609,Berlin
610,Kampala
611,Wichita
612,Nairobi
613,Baltimore
614,Sanliurfa
615,Florence
616,Tianshui
617,Fresno
618,Bangui
619,Kinshasa
620,Seoul
621,Birkenhead
622,Abu Dhabi
623,Pasig City
624,Aleppo
625,Kryvyi Rih
626,Addis Ababa
627,Ankara
628,Taichung
629,Krasnoyarsk
630,Oyo
631,Miami
632,Bloemfontein
633,Jerusalem
634,Amman
635,Pretoria
636,Moscow
637,Berlin
638,Tuxtla
639,Ankara
640,Kayseri
641,Kryvyi Rih
642,Odessa
643,Enugu
644,Thiruvananthapuram
645,Nagpur
646,Cochin
647,New York City
648,Helsinki
649,Multan
650,Acapulco de Juarez
651,Hong Kong
652,Pretoria
653,Lexington-Fayette
654,Minneapolis
655,Abu Dhabi
656,Aleppo
657,Bloemfontein
658,Chaozhou
659,Sheffield
660,Abu Dhabi
661,Pretoria
662,Surrey
663,Berlin
664,Perth
665,Tiruchirappalli
666,Yazd
667,Bloemfontein
668,Wichita
669,Hyderabad
670,Samarinda
671,Houston
672,Berlin
673,Kisangani
674,Ankara
675,Auckland
676,Berlin
677,Hanoi
678,Berlin
679,Wichita
680,Istanbul
681,Chicago
682,Kisangani
683,New York City
684,Pune
685,Omaha
686,City of London
687,Nagpur
688,Denver
689,Staten Island
690,Riyadh
691,Wenshan City
692,Berlin
693,Kryvyi Rih
694,Melbourne
695,Wichita
696,Nagpur
697,Yazd
698,Biskra
699,Taipei
700,Berlin
701,Amman
702,Milwaukee
703,Kayseri
704,Ankara
705,Hamah
706,Srinagar
707,Hyderabad
708,Columbus
709,Atlanta
710,Hyderabad
711,Berlin
712,Dublin
713,Krasnoyarsk
714,Krugersdorp
715,Hannover
716,Zurich
717,Lagos
718,East London
719,Memphis
720,Cebu City
721,Yazd
722,Kayseri
723,Minsk
724,Milan
725,Berlin
726,Minsk
727,Kayseri
728,Berlin
729,Boston
730,Makassar
731,Bakersfield
732,Zurich
733,Palermo
734,Wichita
735,New York City
736,Sacramento
737,"Washington, D.C."
738,Seattle
739,Baghdad
740,Adelaide
741,Wichita
742,Krasnoyarsk
743,Kinshasa
744,Ankara
745,Aba
746,Atlanta
747,Guwahati
748,Berlin
749,Oakland
750,Masina
751,Hannover
752,Kinshasa
753,"Washington, D.C."
754,Cleveland
755,Aleppo
756,Oklahoma City
757,Kryvyi Rih
758,Naples
759,Kayseri
760,Moscow
761,"Washington, D.C."
762,Hannover
763,Camaguey
764,Kinshasa
765,Amman
766,Minsk
767,Adelaide
768,Kayseri
769,New York City
770,Lagos
771,Kaduna
772,Berlin
773,Wichita
774,Calamba
775,Manchester
776,Ambattur
777,Amman
778,Omaha
779,Madurai
780,Denver
781,Berlin
782,Preston
783,Ottawa
784,Mumbai
785,Oklahoma City
786,Los Angeles
787,Calgary
788,New Orleans
789,Los Angeles
790,Bristol
791,Amsterdam
792,Auckland
793,Kansas City
794,Abu Ghurayb
795,Wichita
796,Los Angeles
797,Cairo
798,Dallas
799,Tianshui
800,Kaduna
801,Portland
802,Mataram
803,Tianshui
804,Camaguey
805,Melbourne
806,Melbourne
807,Jakarta
808,Tianshui
809,Aguascalientes
810,Bamenda
811,Taichung
812,Johor Bahru
813,Agra
814,Aguascalientes
815,Coacalco
816,Camaguey
817,Berlin
818,Scarborough
819,Scarborough
820,Berlin
821,Calamba
822,Jacksonville
823,Lagos
824,Nairobi
825,Edmonton
826,Oakland
827,Hargeysa
828,Los Angeles
829,Aleppo
830,Toronto
831,Berlin
832,Berlin
833,Maiduguri
834,Johannesburg
835,Yerevan
836,Cebu City
837,Quito
838,Preston
839,Austin
840,Makassar
841,Canberra
842,Durban
843,Minsk
844,Muzaffarpur
845,New Delhi
846,Hyderabad
847,Hamah
848,Incheon
849,Dublin
850,Tianshui
851,Stuttgart
852,Changzhi
853,Taichung
854,Aleppo
855,Tucson
856,Durban
857,Kandahar
858,Milan
859,Taichung
860,Berlin
861,Edmonton
862,Preston
863,Coacalco
864,Villavicencio
865,Staten Island
866,Halifax
867,Tianshui
868,Aleppo
869,Aleppo
870,New Orleans
871,Lahore
872,Preston
873,Ludhiana
874,Sacramento
875,Jalandhar
876,Hannover
877,Raleigh
878,Oslo
879,London
880,Wichita
881,Guwahati
882,Amritsar
883,Berlin
884,Budta
885,Chandigarh
886,Nagpur
887,Ajmer
888,Wichita
889,Thane
890,Las Vegas
891,Amritsar
892,Ankara
893,Manukau City
894,Calgary
895,Nagpur
896,London
897,Berlin
898,Lexington-Fayette
899,Amritsar
900,Portland
901,Cleveland
902,Hamilton
903,Hamah
904,"Washington, D.C."
905,Cleveland
906,Fresno
907,Islington
908,Kaduna
909,Kabul
910,Kryvyi Rih
911,Dublin
912,Delhi
913,Bangkok
914,Asyut
915,Kandahar
916,Ilorin
917,Austin
918,Scarborough
919,Cuiaba
920,Tampa
921,Colorado Springs
922,Wichita
923,Wichita
924,Mosul
925,Indianapolis
926,Tokyo
927,Sydney
928,Berlin
929,Touba
930,Wichita
931,Montreal
932,Berlin
933,Colorado Springs
934,Berlin
935,Honolulu
936,Mexico City
937,Jerusalem
938,Turin
939,Aleppo
940,Wichita
941,Mosul
942,Delhi
943,Gaza
944,Wichita
945,Hamah
946,New York City
947,San Jose del Monte
948,Fresno
949,Wichita
950,Preston
951,London
952,Atlanta
953,Kampala
954,Canberra
955,Hamah
956,London
957,Columbus
958,Birmingham
959,Berlin
960,Makassar
961,Bulawayo
962,Oklahoma City
963,Kaduna
964,Singapore
965,Wichita
966,Wichita
967,Seoul
968,Krasnoyarsk
969,Dammam
970,Bloemfontein
971,Wichita
972,Cuttack
973,Berlin
974,Aleppo
975,Omaha
976,Mumbai
977,Berlin
978,Halifax
979,Guadalupe
980,London
981,Aleppo
982,Wichita
983,Gaza
984,Chicago
985,Los Angeles
986,Manukau City
987,Shimoga
988,Phoenix
989,Tianshui
990,Ottawa
991,Winnipeg
992,Krasnoyarsk
993,Colorado Springs
994,Johannesburg
995,Multan
996,Asyut
997,General Santos
998,Dublin
999,Addis Ababa
1000,Nairobi
1001,Cuiaba
1002,Portland
1003,Aleppo
1004,Kryvyi Rih
1005,Leipzig
1006,Shimoga
1007,St. Louis
1008,Aleppo
1009,Adelaide
1010,Berlin
1011,"Washington, D.C."
1012,Los Angeles
1013,Oslo
1014,Guwahati
1015,Kansas City
1016,Makassar
1017,Gorakhpur
1018,Aleppo
1019,Singapore
1020,Boston
1021,Kathmandu
1022,Ambattur
1023,Port Harcourt
1024,Las Vegas
1025,Yantai
1026,Mumbai
1027,Hyderabad
1028,Leicester
1029,Lexington-Fayette
1030,Detroit
1031,Bamenda
1032,Hannover
1033,Shimoga
1034,Rome
1035,Halifax
1036,Tokyo
1037,Berlin
1038,Pittsburgh
1039,Tungi
1040,Newcastle
1041,Kayseri
1042,Tokyo
1043,Berlin
1044,Trichur
1045,Winnipeg
1046,Wichita
1047,Hong Kong
1048,Miami
1049,Berlin
1050,Newcastle
1051,Wichita
1052,Newcastle
1053,Seoul
1054,Brampton
1055,Denver
1056,N'dalatando
1057,Stuttgart
1058,Chittagong
1059,Srinagar
1060,New South Memphis
1061,Berlin
1062,Vinnytsya
1063,Hamah
1064,Philadelphia
1065,Villavicencio
1066,Delhi
1067,London
1068,Palermo
1069,Sochi
1070,Wichita
1071,Dubai
1072,Biskra
1073,El Obeid
1074,Seattle
1075,Singapore
1076,Milan
1077,Gaza
1078,Milwaukee
1079,Palermo
1080,Charlotte
1081,Omaha
1082,Kansas City
1083,Fresno
1084,London
1085,Kolkata
1086,Montreal
1087,Gaza
1088,Nagpur
1089,Lodz
1090,Amman
1091,Dammam
1092,Nashville
1093,Berlin
1094,Wichita
1095,London
1096,London
1097,Birmingham
1098,Makassar
1099,Jacksonville
1100,Rome
1101,Dublin
1102,Tiruchirappalli
1103,Sanaa
1104,Jaipur
1105,Philadelphia
1106,Berlin
1107,Touba
1108,Islington
1109,Seoul
1110,Kandahar
1111,Atlanta
1112,Munich
1113,Mumbai
1114,London
1115,Gaza
1116,Melbourne
1117,Nagano
1118,Boston
1119,Kampala
1120,Hyderabad
1121,Cape Town
1122,Palermo
1123,Aleppo
1124,Tianshui
1125,Kayseri
1126,Asyut
1127,Leicester
1128,Berlin
1129,Kuching
1130,Bamako
1131,Guwahati
1132,Minneapolis
1133,Iloilo
1134,Berlin
1135,Makiyivka
1136,Atlanta
1137,Multan
1138,Aleppo
1139,Denver
1140,Lexington-Fayette
1141,Tampa
1142,Riyadh
1143,Kingston
1144,Taichung
1145,Queens
1146,Nagpur
1147,Tianshui
1148,Bhatpara
1149,Prague
1150,Riverside
1151,Chandigarh
1152,Hamah
1153,Tehran
1154,Wichita
1155,Krasnoyarsk
1156,Lucknow
1157,Kuching
1158,Hamah
1159,Berlin
1160,Miami
1161,Adelaide
1162,Tianshui
1163,Hamah
1164,Ouagadougou
1165,Niigata
1166,Melbourne
1167,Berlin
1168,Rajshahi
1169,Ouagadougou
1170,Krasnoyarsk
1171,Ikeja
1172,Ouagadougou
1173,New York City
1174,San Juan
1175,Brampton
1176,Hamah
1177,Wellington
1178,Sacramento
1179,Hamah
1180,Lyon
1181,Touba
1182,Munich
1183,Kaduna
1184,Baltimore
1185,Hyderabad
1186,Charlotte
1187,Mosul
1188,New York City
1189,Hyderabad
1190,Detroit
1191,Indianapolis
1192,San Juan
1193,Gaza
1194,San Juan
1195,Welkom
1196,Lodz
1197,Dallas
1198,Raleigh
1199,Berlin
1200,Bhagalpur
1201,Tungi
1202,Wellington
1203,Philadelphia
1204,Sanliurfa
1205,Berlin
1206,Varanasi
1207,Kiev
1208,Vijayawada
1209,Berlin
1210,Adelaide
1211,Tampa
1212,Lagos
1213,The Bronx
1214,Boston
1215,Muzaffarpur
1216,Jakarta
1217,Cleveland
1218,Stockholm
1219,Dubai
1220,Vancouver
1221,Guwahati
1222,Sochi
1223,Taichung
1224,Calamba
1225,Seattle
1226,New York City
1227,Kaduna
1228,Kampala
1229,Krasnoyarsk
1230,New York City
1231,Milwaukee
1232,Trichur
1233,Mexico City
1234,Oyo
1235,Wichita
1236,Sydney
1237,Oklahoma City
1238,Buenos Aires
1239,Winnipeg
1240,New Orleans
1241,Abu Dhabi
1242,Johannesburg
1243,Shiliguri
1244,Rome
1245,Oklahoma City
1246,Seattle
1247,Calgary
1248,Edmonton
1249,Taipei
1250,Rajahmundry
1251,Lodz
1252,Auckland
1253,Karagandy
1254,Samarqand
1255,Aleppo
1256,Gaza
1257,Atlanta
1258,Tianshui
1259,Wellington
1260,Auckland
1261,Auckland
1262,Preston
1263,Chennai
1264,Sanliurfa
1265,Wichita
1266,Melbourne
1267,Bamenda
1268,Rome
1269,Tianshui
1270,Wellington
1271,Cape Town
1272,Nagoya
1273,Lagos
1274,Touba
1275,Winnipeg
1276,Fort Worth
1277,Edmonton
1278,Manukau City
1279,Kryvyi Rih
1280,Bulawayo
1281,Tianshui
1282,Quezon City
1283,Nagpur
1284,Ibadan
1285,Tianshui
1286,Quebec
1287,Quezon City
1288,Pittsburgh
1289,Kaohsiung
1290,Lucknow
1291,Tucson
1292,Rome
1293,Ra's Bayrut
1294,Canberra
1295,Nagpur
1296,Melbourne
1297,Munich
1298,Port Harcourt
1299,Mumbai
1300,Aurangabad
1301,Dammam
1302,Ludhiana
1303,Multan
1304,Guntur
1305,Istanbul
1306,Karachi
1307,Kaduna
1308,Mumbai
1309,Wichita
1310,Surrey
1311,Kansas City
1312,Mar del Plata
1313,Maiduguri
1314,Birmingham
1315,Karachi
1316,Homs
1317,Kayseri
1318,Lagos
1319,Oklahoma City
1320,Vijayawada
1321,Edmonton
1322,Abu Dhabi
1323,Aba
1324,Mosul
1325,Calamba
1326,Wellington
1327,Islington
1328,Ottawa
1329,Homs
1330,Riyadh
1331,Kampala
1332,Oslo
1333,Milwaukee
1334,Jerusalem
1335,Preston
1336,Ahmedabad
1337,Jaipur
1338,Kayseri
1339,Aleppo
1340,Rome
1341,Chicago
1342,Lahore
1343,Cape Town
1344,Leicester
1345,Mumbai
1346,Homs
1347,Aleppo
1348,Columbus
1349,Chicago
1350,Homs
1351,Barcelona
1352,Kayseri
1353,Hannover
1354,Gorakhpur
1355,Wichita
1356,Baltimore
1357,Dublin
1358,Wichita
1359,Surrey
1360,Charlotte
1361,Tampa
1362,Uyo
1363,Bhopal
1364,Ramgundam
1365,Columbus
1366,The Bronx
1367,Baltimore
1368,Islington
1369,Gaza
1370,Reading
1371,Oklahoma City
1372,Asyut
1373,Detroit
1374,Istanbul
1375,Tianshui
1376,Chicago
1377,Hamah
1378,Delhi
1379,Maiduguri
1380,Ganja
1381,Muzaffarabad
1382,Baltimore
1383,Milwaukee
1384,Kaduna
1385,Aleppo
1386,Canberra
1387,Oklahoma City
1388,Birmingham
1389,Baltimore
1390,Chennai
1391,Rawalpindi
1392,Surrey
1393,San Diego
1394,Indianapolis
1395,Mumbai
1396,Aleppo
1397,Columbus
1398,Wellington
1399,Wichita
1400,Al Ahmadi
1401,Nagpur
1402,Mumbai
1403,Delhi
1404,Abu Dhabi
1405,Ujjain
1406,Jhang Sadr
1407,Lyon
1408,Istanbul
1409,Surrey
1410,Mosul
1411,New Delhi
1412,Wichita
1413,Wichita
1414,Istanbul
1415,Ambattur
1416,Aguascalientes
1417,Garoua
1418,Wichita
1419,Visakhapatnam
1420,Boston
1421,Bacolod City
1422,Sargodha
1423,Mumbai
1424,Lagos
1425,Gold Coast
1426,Dallas
1427,Chicago
1428,Thane
1429,Tehran
1430,Maiduguri
1431,Touba
1432,Mar del Plata
1433,Mar del Plata
1434,Belgaum
1435,Tianshui
1436,Minsk
1437,Winnipeg
1438,Vancouver
1439,Dakar
1440,Vijayawada
1441,Gorakhpur
1442,Ottawa
1443,Detroit
1444,Philadelphia
1445,Tiruppur
1446,Yazd
1447,Madrid
1448,Donetsk
1449,Turin
1450,Wichita
1451,Wichita
1452,Surrey
1453,Yazd
1454,Quebec
1455,Kaduna
1456,Oklahoma City
1457,Riverside
1458,Preston
1459,Denver
1460,Los Angeles
1461,Chennai
1462,The Bronx
1463,Maiduguri
1464,Chicago
1465,Asyut
1466,Shimoga
1467,Delhi
1468,Preston
1469,Delhi
1470,Kaduna
1471,Maiduguri
1472,Hong Kong
1473,Istanbul
1474,Austin
1475,Coimbatore
1476,Omaha
1477,Touba
1478,Aleppo
1479,Tiruppur
1480,Abu Ghurayb
1481,St. Louis
1482,Sacramento
1483,Winnipeg
1484,Rajahmundry
1485,Homs
1486,Lexington-Fayette
1487,Baltimore
1488,Trichur
1489,Jerusalem
1490,Trichur
1491,Oakland
1492,Tianshui
1493,Mogadishu
1494,Bochum-Hordel
1495,Philadelphia
1496,Mosul
1497,Toronto
1498,Kandahar
1499,Stuttgart
1500,Nagpur
1501,Hannover
1502,Budta
1503,Karachi
1504,Chicago
1505,Long Beach
1506,Chicago
1507,New Delhi
1508,Aleppo
1509,Montreal
1510,Istanbul
1511,Kaduna
1512,Hamah
1513,Long Beach
1514,Uyo
1515,Maiduguri
1516,Mosul
1517,Maiduguri
1518,Shimoga
1519,Touba
1520,Delhi
1521,Sanaa
1522,Tungi
1523,Manchester
1524,Wichita
1525,Ambattur
1526,Islamabad
1527,Istanbul
1528,New Delhi
1529,Algiers
1530,Irbid
1531,Muzaffarnagar
1532,Oslo
1533,Nashville
1534,Yazd
1535,Kaduna
1536,Touba
1537,Cairo
1538,Jammu
1539,Wichita
1540,Dublin
1541,New Delhi
1542,Copenhagen
1543,Uyo
1544,Winnipeg
1545,Seoul
1546,Scarborough
1547,Las Vegas
1548,Jhang Sadr
1549,Brisbane
1550,Kayseri
1551,Oklahoma City
1552,Hyderabad
1553,Dublin
1554,Asyut
1555,Tianshui
1556,Mogadishu
1557,Delhi
1558,Istanbul
1559,Kampala
1560,Istanbul
1561,Trichur
1562,Milwaukee
1563,Omaha
1564,Hamah
1565,Kayseri
1566,Omaha
1567,Teni
1568,Muzaffarpur
1569,Hubli
1570,Port Harcourt
1571,Scarborough
1572,Winnipeg
1573,Omaha
1574,Detroit
1575,Chihuahua
1576,Mogadishu
1577,Jodhpur
1578,Charlotte
1579,Istanbul
1580,Istanbul
1581,Hubli
1582,Mogadishu
1583,Oklahoma City
1584,Mosul
1585,Aleppo
1586,Multan
1587,Villahermosa
1588,Long Beach
1589,Chennai
1590,Oakland
1591,Tampa
1592,Villahermosa
1593,Thiruvananthapuram
1594,Cairo
1595,Muzaffarabad
1596,Columbus
1597,Latakia
1598,Maturin
1599,Garoua
1600,Sanliurfa
1601,Multan
1602,Calgary
1603,The Bronx
1604,Delhi
1605,Kayseri
1606,Omaha
1607,Surrey
1608,Algiers
1609,Calgary
1610,Delhi
1611,Austin
1612,Multan
1613,Milwaukee
1614,Mexico City
1615,New South Memphis
1616,Wichita
1617,Hamah
1618,Omaha
1619,Touba
1620,Asyut
1621,Tungi
1622,Kayseri
1623,London
1624,Kayseri
1625,Philadelphia
1626,Sanaa
1627,Nairobi
1628,Antananarivo
1629,Chennai
1630,Tamale
1631,Kaduna
1632,Philadelphia
1633,Colorado Springs
1634,Port Harcourt
1635,Long Beach
1636,Manukau City
1637,Chennai
1638,Algiers
1639,Yazd
1640,Wichita
1641,Surrey
1642,Kozhikode
1643,Edmonton
1644,Dublin
1645,The Bronx
1646,Omaha
1647,Chicago
1648,Gaza
1649,Algiers
1650,Chennai
1651,New York City
1652,Nagpur
1653,Istanbul
1654,Wellington
1655,Kandahar
1656,Kaduna
1657,Denizli
1658,Omaha
1659,Damascus
1660,Chicago
1661,Cochin
1662,Denizli
1663,Algiers
1664,Riverside
1665,Homs
1666,Melbourne
1667,Tokyo
1668,Aleppo
1669,Cheongju-si
1670,Yazd
1671,Mogadishu
1672,Homs
1673,Zurich
1674,Honolulu
1675,Portland
1676,Thiruvananthapuram
1677,Detroit
1678,Mexico City
1679,Boston
1680,Ottawa
1681,Winnipeg
1682,Winnipeg
1683,Detroit
1684,Kansas City
1685,Port Harcourt
1686,Seoul
1687,Bishkek
1688,Nagpur
1689,Vancouver
1690,Surrey
1691,Auckland
1692,Tampa
1693,Auckland
1694,Pyongyang
1695,Ottawa
1696,Stockton
1697,Istanbul
1698,Milwaukee
1699,Cairo
1700,Mogadishu
1701,Islington
1702,Istanbul
1703,Aleppo
1704,El Obeid
1705,Surrey
1706,Chicago
1707,Maiduguri
1708,Nagpur
